07/10 03:38:29 PM | 
07/10 04:16:37 PM | Valid: Time Spent: 7.214458s
07/10 04:16:37 PM | [0.37620396600566575]
07/10 04:16:57 PM | Model size = 1.321 MB
07/10 04:16:57 PM | Epoch 0 LR 0.05
07/10 04:16:58 PM | Train: [  1/600] Step 000/071 Loss: 1.064 Recall: 0.364 FA: 88 F1: 0.358209
07/10 04:16:58 PM | [36 88 84 48]
07/10 04:17:17 PM | Train: [  1/600] Step 050/071 Loss: 0.536 Recall: 0.963 FA: 34 F1: 0.869565
07/10 04:17:17 PM | [ 87  34   5 130]
07/10 04:17:24 PM | Train: [  1/600] Step 071/071 Loss: 0.498 Recall: 0.793 FA: 2 F1: 0.851852
07/10 04:17:24 PM | [18  2  6 23]
07/10 04:17:25 PM | Train: [  1/600] Final Recall 85.5904% FA 1504 F1: 84.7027%
07/10 04:17:25 PM | [7609 1504 1313 7799]
07/10 04:17:25 PM | Valid: [  1/600] Step 000/061 Loss: 0.229 Recall: 0.692 FA: 20 F1: 0.428571
07/10 04:17:25 PM | [223  20   4   9]
07/10 04:17:31 PM | Valid: [  1/600] Final Recall 52.9412% FA 686 F1: 36.2500%
07/10 04:17:31 PM | [6251  686  232  261]
07/10 04:17:31 PM | Valid: Time Spent: 6.134894s
07/10 04:17:31 PM | [0.36250000000000004]
07/10 04:17:38 PM | Model size = 1.467 MB
07/10 04:17:38 PM | Epoch 0 LR 0.05
07/10 04:17:39 PM | Train: [  1/600] Step 000/071 Loss: 1.129 Recall: 0.357 FA: 83 F1: 0.354331
07/10 04:17:39 PM | [47 83 81 45]
07/10 04:18:00 PM | Train: [  1/600] Step 050/071 Loss: 0.549 Recall: 0.873 FA: 12 F1: 0.887097
07/10 04:18:00 PM | [118  12  16 110]
07/10 04:18:09 PM | Train: [  1/600] Step 071/071 Loss: 0.498 Recall: 0.909 FA: 4 F1: 0.869565
07/10 04:18:09 PM | [23  4  2 20]
07/10 04:18:09 PM | Train: [  1/600] Final Recall 85.3632% FA 1492 F1: 84.6604%
07/10 04:18:09 PM | [7578 1492 1340 7815]
07/10 04:18:09 PM | Valid: [  1/600] Step 000/061 Loss: 0.506 Recall: 0.692 FA: 47 F1: 0.260870
07/10 04:18:09 PM | [196  47   4   9]
07/10 04:18:14 PM | Valid: [  1/600] Final Recall 64.7423% FA 1127 F1: 32.6064%
07/10 04:18:14 PM | [6068 1127  171  314]
07/10 04:18:14 PM | Valid: Time Spent: 4.724344s
07/10 04:18:14 PM | [0.3260643821391485]
07/10 04:18:18 PM | Model size = 1.683 MB
07/10 04:18:18 PM | Epoch 0 LR 0.05
07/10 04:18:19 PM | Train: [  1/600] Step 000/071 Loss: 0.986 Recall: 0.447 FA: 49 F1: 0.484581
07/10 04:18:19 PM | [84 49 68 55]
07/10 04:18:44 PM | Train: [  1/600] Step 050/071 Loss: 0.582 Recall: 0.868 FA: 18 F1: 0.867647
07/10 04:18:44 PM | [102  18  18 118]
07/10 04:18:54 PM | Train: [  1/600] Step 071/071 Loss: 0.529 Recall: 0.800 FA: 7 F1: 0.769231
07/10 04:18:54 PM | [17  7  5 20]
07/10 04:18:54 PM | Train: [  1/600] Final Recall 84.2631% FA 1569 F1: 83.7224%
07/10 04:18:54 PM | [7442 1569 1450 7764]
07/10 04:18:54 PM | Valid: [  1/600] Step 000/061 Loss: 0.533 Recall: 0.944 FA: 93 F1: 0.265625
07/10 04:18:54 PM | [145  93   1  17]
07/10 04:19:00 PM | Valid: [  1/600] Final Recall 95.1220% FA 2471 F1: 25.6043%
07/10 04:19:00 PM | [4508 2471   22  429]
07/10 04:19:00 PM | Valid: Time Spent: 6.147733s
07/10 04:19:00 PM | [0.25604297224709044]
07/10 04:19:10 PM | Model size = 1.284 MB
07/10 04:19:10 PM | Epoch 0 LR 0.05
07/10 04:19:12 PM | Train: [  1/600] Step 000/071 Loss: 1.041 Recall: 0.555 FA: 84 F1: 0.490706
07/10 04:19:12 PM | [53 84 53 66]
07/10 04:19:30 PM | Train: [  1/600] Step 050/071 Loss: 0.534 Recall: 0.905 FA: 18 F1: 0.883721
07/10 04:19:30 PM | [112  18  12 114]
07/10 04:19:37 PM | Train: [  1/600] Step 071/071 Loss: 0.488 Recall: 0.882 FA: 7 F1: 0.769231
07/10 04:19:37 PM | [25  7  2 15]
07/10 04:19:38 PM | Train: [  1/600] Final Recall 86.8771% FA 1480 F1: 85.4808%
07/10 04:19:38 PM | [7715 1480 1185 7845]
07/10 04:19:38 PM | Valid: [  1/600] Step 000/061 Loss: 0.465 Recall: 0.917 FA: 39 F1: 0.354839
07/10 04:19:38 PM | [205  39   1  11]
07/10 04:19:42 PM | Valid: [  1/600] Final Recall 83.7022% FA 1053 F1: 42.3194%
07/10 04:19:42 PM | [6130 1053   81  416]
07/10 04:19:42 PM | Valid: Time Spent: 4.556791s
07/10 04:19:42 PM | [0.4231943031536114]
07/10 04:19:54 PM | Model size = 1.337 MB
07/10 04:19:54 PM | Epoch 0 LR 0.05
07/10 04:19:55 PM | Train: [  1/600] Step 000/071 Loss: 1.054 Recall: 0.464 FA: 43 F1: 0.522449
07/10 04:19:55 PM | [75 43 74 64]
07/10 04:20:12 PM | Train: [  1/600] Step 050/071 Loss: 0.555 Recall: 0.970 FA: 17 F1: 0.925267
07/10 04:20:12 PM | [105  17   4 130]
07/10 04:20:19 PM | Train: [  1/600] Step 071/071 Loss: 0.516 Recall: 0.850 FA: 9 F1: 0.739130
07/10 04:20:19 PM | [20  9  3 17]
07/10 04:20:19 PM | Train: [  1/600] Final Recall 85.1844% FA 1493 F1: 84.5415%
07/10 04:20:19 PM | [7593 1493 1354 7785]
07/10 04:20:20 PM | Valid: [  1/600] Step 000/061 Loss: 0.391 Recall: 0.667 FA: 26 F1: 0.484848
07/10 04:20:20 PM | [206  26   8  16]
07/10 04:20:25 PM | Valid: [  1/600] Final Recall 61.8449% FA 560 F1: 44.2943%
07/10 04:20:25 PM | [6393  560  182  295]
07/10 04:20:25 PM | Valid: Time Spent: 5.680976s
07/10 04:20:25 PM | [0.4429429429429429]
07/10 04:20:38 PM | Model size = 1.363 MB
07/10 04:20:38 PM | Epoch 0 LR 0.05
07/10 04:20:40 PM | Train: [  1/600] Step 000/071 Loss: 0.973 Recall: 0.551 FA: 60 F1: 0.553506
07/10 04:20:40 PM | [60 60 61 75]
07/10 04:20:58 PM | Train: [  1/600] Step 050/071 Loss: 0.558 Recall: 0.945 FA: 22 F1: 0.892193
07/10 04:20:58 PM | [107  22   7 120]
07/10 04:21:05 PM | Train: [  1/600] Step 071/071 Loss: 0.516 Recall: 0.871 FA: 0 F1: 0.931034
07/10 04:21:05 PM | [18  0  4 27]
07/10 04:21:05 PM | Train: [  1/600] Final Recall 84.7898% FA 1522 F1: 84.1415%
07/10 04:21:05 PM | [7617 1522 1382 7704]
07/10 04:21:06 PM | Valid: [  1/600] Step 000/061 Loss: 0.505 Recall: 0.810 FA: 49 F1: 0.390805
07/10 04:21:06 PM | [186  49   4  17]
07/10 04:21:09 PM | Valid: [  1/600] Final Recall 90.6067% FA 1546 F1: 36.7460%
07/10 04:21:09 PM | [5623 1546   48  463]
07/10 04:21:09 PM | Valid: Time Spent: 3.827327s
07/10 04:21:09 PM | [0.3674603174603175]
07/10 04:21:20 PM | Model size = 1.403 MB
07/10 04:21:20 PM | Epoch 0 LR 0.05
07/10 04:21:22 PM | Train: [  1/600] Step 000/071 Loss: 1.070 Recall: 0.469 FA: 49 F1: 0.493023
07/10 04:21:22 PM | [94 49 60 53]
07/10 04:21:40 PM | Train: [  1/600] Step 050/071 Loss: 0.537 Recall: 0.891 FA: 14 F1: 0.891473
07/10 04:21:40 PM | [113  14  14 115]
07/10 04:21:47 PM | Train: [  1/600] Step 071/071 Loss: 0.494 Recall: 0.880 FA: 5 F1: 0.846154
07/10 04:21:47 PM | [19  5  3 22]
07/10 04:21:48 PM | Train: [  1/600] Final Recall 85.3154% FA 1434 F1: 84.8832%
07/10 04:21:48 PM | [7659 1434 1341 7791]
07/10 04:21:48 PM | Valid: [  1/600] Step 000/061 Loss: 0.354 Recall: 1.000 FA: 53 F1: 0.376471
07/10 04:21:48 PM | [187  53   0  16]
07/10 04:21:53 PM | Valid: [  1/600] Final Recall 92.0408% FA 1660 F1: 34.6790%
07/10 04:21:53 PM | [5280 1660   39  451]
07/10 04:21:53 PM | Valid: Time Spent: 5.611283s
07/10 04:21:53 PM | [0.3467896962706651]
07/10 04:22:08 PM | Model size = 1.263 MB
07/10 04:22:08 PM | Epoch 0 LR 0.05
07/10 04:22:10 PM | Train: [  1/600] Step 000/071 Loss: 0.934 Recall: 0.587 FA: 33 F1: 0.642857
07/10 04:22:10 PM | [85 33 57 81]
07/10 04:22:24 PM | Train: [  1/600] Step 050/071 Loss: 0.523 Recall: 0.877 FA: 12 F1: 0.887967
07/10 04:22:24 PM | [122  12  15 107]
07/10 04:22:30 PM | Train: [  1/600] Step 071/071 Loss: 0.485 Recall: 1.000 FA: 6 F1: 0.869565
07/10 04:22:30 PM | [23  6  0 20]
07/10 04:22:30 PM | Train: [  1/600] Final Recall 86.7112% FA 1402 F1: 85.8227%
07/10 04:22:30 PM | [7695 1402 1213 7915]
07/10 04:22:31 PM | Valid: [  1/600] Step 000/061 Loss: 0.429 Recall: 0.818 FA: 35 F1: 0.327273
07/10 04:22:31 PM | [210  35   2   9]
07/10 04:22:34 PM | Valid: [  1/600] Final Recall 66.1258% FA 973 F1: 36.3839%
07/10 04:22:34 PM | [6214  973  167  326]
07/10 04:22:34 PM | Valid: Time Spent: 3.346296s
07/10 04:22:34 PM | [0.3638392857142857]
07/10 04:22:44 PM | Model size = 1.444 MB
07/10 04:22:44 PM | Epoch 0 LR 0.05
07/10 04:22:46 PM | Train: [  1/600] Step 000/071 Loss: 0.965 Recall: 0.594 FA: 29 F1: 0.661479
07/10 04:22:46 PM | [84 29 58 85]
07/10 04:23:04 PM | Train: [  1/600] Step 050/071 Loss: 0.567 Recall: 0.877 FA: 12 F1: 0.884956
07/10 04:23:04 PM | [130  12  14 100]
07/10 04:23:12 PM | Train: [  1/600] Step 071/071 Loss: 0.517 Recall: 0.909 FA: 0 F1: 0.952381
07/10 04:23:12 PM | [16  0  3 30]
07/10 04:23:12 PM | Train: [  1/600] Final Recall 84.7920% FA 1523 F1: 84.2490%
07/10 04:23:12 PM | [7470 1523 1404 7828]
07/10 04:23:12 PM | Valid: [  1/600] Step 000/061 Loss: 0.250 Recall: 0.600 FA: 36 F1: 0.230769
07/10 04:23:12 PM | [210  36   4   6]
07/10 04:23:18 PM | Valid: [  1/600] Final Recall 76.9231% FA 982 F1: 39.1718%
07/10 04:23:18 PM | [5993  982  105  350]
07/10 04:23:18 PM | Valid: Time Spent: 5.858589s
07/10 04:23:18 PM | [0.39171796306659207]
07/10 04:23:31 PM | Model size = 1.415 MB
07/10 04:23:31 PM | Epoch 0 LR 0.05
07/10 04:23:32 PM | Train: [  1/600] Step 000/071 Loss: 1.080 Recall: 0.260 FA: 89 F1: 0.265060
07/10 04:23:32 PM | [40 89 94 33]
07/10 04:23:52 PM | Train: [  1/600] Step 050/071 Loss: 0.534 Recall: 0.862 FA: 10 F1: 0.887029
07/10 04:23:52 PM | [123  10  17 106]
07/10 04:23:59 PM | Train: [  1/600] Step 071/071 Loss: 0.500 Recall: 0.769 FA: 0 F1: 0.869565
07/10 04:23:59 PM | [23  0  6 20]
07/10 04:23:59 PM | Train: [  1/600] Final Recall 85.8782% FA 1525 F1: 84.7984%
07/10 04:23:59 PM | [7551 1525 1292 7857]
07/10 04:23:59 PM | Valid: [  1/600] Step 000/061 Loss: 0.841 Recall: 0.846 FA: 68 F1: 0.239130
07/10 04:23:59 PM | [175  68   2  11]
07/10 04:24:03 PM | Valid: [  1/600] Final Recall 90.6931% FA 1688 F1: 34.5530%
07/10 04:24:03 PM | [5487 1688   47  458]
07/10 04:24:03 PM | Valid: Time Spent: 3.833686s
07/10 04:24:03 PM | [0.34552998868351564]
07/10 04:24:14 PM | Model size = 1.605 MB
07/10 04:24:14 PM | Epoch 0 LR 0.05
07/10 04:24:15 PM | Train: [  1/600] Step 000/071 Loss: 1.054 Recall: 0.496 FA: 93 F1: 0.432836
07/10 04:24:15 PM | [46 93 59 58]
07/10 04:24:36 PM | Train: [  1/600] Step 050/071 Loss: 0.569 Recall: 0.734 FA: 15 F1: 0.791304
07/10 04:24:36 PM | [117  15  33  91]
07/10 04:24:44 PM | Train: [  1/600] Step 071/071 Loss: 0.522 Recall: 0.720 FA: 3 F1: 0.782609
07/10 04:24:44 PM | [21  3  7 18]
07/10 04:24:44 PM | Train: [  1/600] Final Recall 84.5010% FA 1606 F1: 83.5849%
07/10 04:24:44 PM | [7541 1606 1407 7671]
07/10 04:24:44 PM | Valid: [  1/600] Step 000/061 Loss: 0.500 Recall: 0.900 FA: 51 F1: 0.404494
07/10 04:24:44 PM | [185  51   2  18]
07/10 04:24:50 PM | Valid: [  1/600] Final Recall 90.8524% FA 1755 F1: 32.6973%
07/10 04:24:50 PM | [5194 1755   44  437]
07/10 04:24:50 PM | Valid: Time Spent: 5.545738s
07/10 04:24:50 PM | [0.3269734380845492]
07/10 04:25:11 PM | Model size = 1.514 MB
07/10 04:25:11 PM | Epoch 0 LR 0.05
07/10 04:25:12 PM | Train: [  1/600] Step 000/071 Loss: 1.020 Recall: 0.567 FA: 87 F1: 0.511785
07/10 04:25:12 PM | [35 87 58 76]
07/10 04:25:34 PM | Train: [  1/600] Step 050/071 Loss: 0.521 Recall: 0.888 FA: 10 F1: 0.904943
07/10 04:25:34 PM | [112  10  15 119]
07/10 04:25:43 PM | Train: [  1/600] Step 071/071 Loss: 0.480 Recall: 0.880 FA: 6 F1: 0.830189
07/10 04:25:43 PM | [18  6  3 22]
07/10 04:25:43 PM | Train: [  1/600] Final Recall 85.9794% FA 1445 F1: 85.2715%
07/10 04:25:43 PM | [7565 1445 1292 7923]
07/10 04:25:44 PM | Valid: [  1/600] Step 000/061 Loss: 0.177 Recall: 0.105 FA: 1 F1: 0.181818
07/10 04:25:44 PM | [236   1  17   2]
07/10 04:25:49 PM | Valid: [  1/600] Final Recall 2.1696% FA 9 F1: 4.1746%
07/10 04:25:49 PM | [7164    9  496   11]
07/10 04:25:49 PM | Valid: Time Spent: 5.603642s
07/10 04:25:49 PM | [0.04174573055028463]
07/10 04:26:08 PM | Model size = 1.599 MB
07/10 04:26:08 PM | Epoch 0 LR 0.05
07/10 04:26:10 PM | Train: [  1/600] Step 000/071 Loss: 1.087 Recall: 0.437 FA: 32 F1: 0.522124
07/10 04:26:10 PM | [89 32 76 59]
07/10 04:26:35 PM | Train: [  1/600] Step 050/071 Loss: 0.580 Recall: 0.837 FA: 15 F1: 0.854772
07/10 04:26:35 PM | [118  15  20 103]
07/10 04:26:46 PM | Train: [  1/600] Step 071/071 Loss: 0.539 Recall: 0.800 FA: 4 F1: 0.800000
07/10 04:26:46 PM | [25  4  4 16]
07/10 04:26:46 PM | Train: [  1/600] Final Recall 83.8989% FA 1594 F1: 83.4061%
07/10 04:26:46 PM | [7408 1594 1485 7738]
07/10 04:26:46 PM | Valid: [  1/600] Step 000/061 Loss: 0.335 Recall: 0.600 FA: 26 F1: 0.413793
07/10 04:26:46 PM | [210  26   8  12]
07/10 04:26:53 PM | Valid: [  1/600] Final Recall 67.2686% FA 918 F1: 35.9253%
07/10 04:26:53 PM | [6069  918  145  298]
07/10 04:26:53 PM | Valid: Time Spent: 7.361504s
07/10 04:26:53 PM | [0.3592525617842074]
07/10 04:27:04 PM | Model size = 1.513 MB
07/10 04:27:04 PM | Epoch 0 LR 0.05
07/10 04:27:06 PM | Train: [  1/600] Step 000/071 Loss: 1.080 Recall: 0.439 FA: 94 F1: 0.398524
07/10 04:27:06 PM | [39 94 69 54]
07/10 04:27:27 PM | Train: [  1/600] Step 050/071 Loss: 0.584 Recall: 0.771 FA: 3 F1: 0.860558
07/10 04:27:27 PM | [113   3  32 108]
07/10 04:27:35 PM | Train: [  1/600] Step 071/071 Loss: 0.539 Recall: 0.885 FA: 1 F1: 0.920000
07/10 04:27:35 PM | [22  1  3 23]
07/10 04:27:35 PM | Train: [  1/600] Final Recall 85.1528% FA 1741 F1: 83.4180%
07/10 04:27:35 PM | [7324 1741 1360 7800]
07/10 04:27:35 PM | Valid: [  1/600] Step 000/061 Loss: 0.513 Recall: 0.737 FA: 43 F1: 0.368421
07/10 04:27:35 PM | [194  43   5  14]
07/10 04:27:39 PM | Valid: [  1/600] Final Recall 81.3121% FA 1447 F1: 34.6757%
07/10 04:27:39 PM | [5730 1447   94  409]
07/10 04:27:39 PM | Valid: Time Spent: 4.488975s
07/10 04:27:39 PM | [0.34675710046629926]
07/10 04:27:51 PM | Model size = 1.484 MB
07/10 04:27:51 PM | Epoch 0 LR 0.05
07/10 04:27:53 PM | Train: [  1/600] Step 000/071 Loss: 0.994 Recall: 0.703 FA: 67 F1: 0.631579
07/10 04:27:53 PM | [61 67 38 90]
07/10 04:28:12 PM | Train: [  1/600] Step 050/071 Loss: 0.548 Recall: 0.752 FA: 5 F1: 0.840336
07/10 04:28:12 PM | [118   5  33 100]
07/10 04:28:20 PM | Train: [  1/600] Step 071/071 Loss: 0.506 Recall: 0.897 FA: 2 F1: 0.912281
07/10 04:28:20 PM | [18  2  3 26]
07/10 04:28:20 PM | Train: [  1/600] Final Recall 85.7847% FA 1480 F1: 84.9330%
07/10 04:28:20 PM | [7621 1480 1297 7827]
07/10 04:28:20 PM | Valid: [  1/600] Step 000/061 Loss: 1.113 Recall: 0.895 FA: 103 F1: 0.244604
07/10 04:28:20 PM | [134 103   2  17]
07/10 04:28:24 PM | Valid: [  1/600] Final Recall 97.8769% FA 2946 F1: 23.7751%
07/10 04:28:24 PM | [4013 2946   10  461]
07/10 04:28:24 PM | Valid: Time Spent: 4.133240s
07/10 04:28:24 PM | [0.23775141825683346]
07/10 04:28:34 PM | Model size = 1.360 MB
07/10 04:28:34 PM | Epoch 0 LR 0.05
07/10 04:28:36 PM | Train: [  1/600] Step 000/071 Loss: 0.994 Recall: 0.516 FA: 42 F1: 0.555066
07/10 04:28:36 PM | [92 42 59 63]
07/10 04:28:55 PM | Train: [  1/600] Step 050/071 Loss: 0.547 Recall: 0.859 FA: 14 F1: 0.873016
07/10 04:28:55 PM | [114  14  18 110]
07/10 04:29:03 PM | Train: [  1/600] Step 071/071 Loss: 0.511 Recall: 0.852 FA: 4 F1: 0.851852
07/10 04:29:03 PM | [18  4  4 23]
07/10 04:29:03 PM | Train: [  1/600] Final Recall 85.3488% FA 1578 F1: 84.1274%
07/10 04:29:03 PM | [7658 1578 1317 7672]
07/10 04:29:05 PM | Valid: [  1/600] Step 000/061 Loss: 0.789 Recall: 0.733 FA: 60 F1: 0.255814
07/10 04:29:05 PM | [181  60   4  11]
07/10 04:29:10 PM | Valid: [  1/600] Final Recall 93.1915% FA 1610 F1: 34.7895%
07/10 04:29:10 PM | [5600 1610   32  438]
07/10 04:29:10 PM | Valid: Time Spent: 6.766377s
07/10 04:29:10 PM | [0.34789515488482925]
07/10 04:29:31 PM | Model size = 1.378 MB
07/10 04:29:31 PM | Epoch 0 LR 0.05
07/10 04:29:34 PM | Train: [  1/600] Step 000/071 Loss: 0.988 Recall: 0.614 FA: 34 F1: 0.652720
07/10 04:29:34 PM | [95 34 49 78]
07/10 04:29:55 PM | Train: [  1/600] Step 050/071 Loss: 0.580 Recall: 0.850 FA: 6 F1: 0.896266
07/10 04:29:55 PM | [123   6  19 108]
07/10 04:30:04 PM | Train: [  1/600] Step 071/071 Loss: 0.528 Recall: 0.885 FA: 0 F1: 0.938776
07/10 04:30:04 PM | [23  0  3 23]
07/10 04:30:04 PM | Train: [  1/600] Final Recall 86.4109% FA 1589 F1: 84.8704%
07/10 04:30:04 PM | [7408 1589 1254 7974]
07/10 04:30:04 PM | Valid: [  1/600] Step 000/061 Loss: 0.441 Recall: 0.538 FA: 38 F1: 0.241379
07/10 04:30:04 PM | [205  38   6   7]
07/10 04:30:08 PM | Valid: [  1/600] Final Recall 66.8616% FA 1079 F1: 35.4522%
07/10 04:30:08 PM | [6088 1079  170  343]
07/10 04:30:08 PM | Valid: Time Spent: 4.440337s
07/10 04:30:08 PM | [0.3545219638242894]
07/10 04:30:20 PM | Model size = 1.362 MB
07/10 04:30:20 PM | Epoch 0 LR 0.05
07/10 04:30:22 PM | Train: [  1/600] Step 000/071 Loss: 0.972 Recall: 0.548 FA: 58 F1: 0.544000
07/10 04:30:22 PM | [74 58 56 68]
07/10 04:30:41 PM | Train: [  1/600] Step 050/071 Loss: 0.558 Recall: 0.816 FA: 6 F1: 0.877863
07/10 04:30:41 PM | [109   6  26 115]
07/10 04:30:48 PM | Train: [  1/600] Step 071/071 Loss: 0.516 Recall: 0.889 FA: 1 F1: 0.923077
07/10 04:30:48 PM | [21  1  3 24]
07/10 04:30:48 PM | Train: [  1/600] Final Recall 86.0414% FA 1492 F1: 84.9607%
07/10 04:30:48 PM | [7692 1492 1262 7779]
07/10 04:30:48 PM | Valid: [  1/600] Step 000/061 Loss: 0.335 Recall: 0.647 FA: 33 F1: 0.360656
07/10 04:30:48 PM | [206  33   6  11]
07/10 04:30:53 PM | Valid: [  1/600] Final Recall 60.5882% FA 678 F1: 41.2826%
07/10 04:30:53 PM | [6242  678  201  309]
07/10 04:30:53 PM | Valid: Time Spent: 5.179393s
07/10 04:30:53 PM | [0.4128256513026052]
07/10 04:30:58 PM | Model size = 1.388 MB
07/10 04:30:58 PM | Epoch 0 LR 0.05
07/10 04:30:59 PM | Train: [  1/600] Step 000/071 Loss: 0.961 Recall: 0.598 FA: 64 F1: 0.569288
07/10 04:30:59 PM | [65 64 51 76]
07/10 04:31:19 PM | Train: [  1/600] Step 050/071 Loss: 0.527 Recall: 0.857 FA: 7 F1: 0.898876
07/10 04:31:19 PM | [109   7  20 120]
07/10 04:31:27 PM | Train: [  1/600] Step 071/071 Loss: 0.489 Recall: 0.889 FA: 3 F1: 0.888889
07/10 04:31:27 PM | [19  3  3 24]
07/10 04:31:27 PM | Train: [  1/600] Final Recall 86.1791% FA 1457 F1: 85.2203%
07/10 04:31:27 PM | [7702 1457 1253 7813]
07/10 04:31:27 PM | Valid: [  1/600] Step 000/061 Loss: 0.372 Recall: 0.571 FA: 42 F1: 0.320000
07/10 04:31:27 PM | [193  42   9  12]
07/10 04:31:31 PM | Valid: [  1/600] Final Recall 53.9648% FA 1375 F1: 23.6258%
07/10 04:31:31 PM | [5851 1375  209  245]
07/10 04:31:31 PM | Valid: Time Spent: 3.894605s
07/10 04:31:31 PM | [0.23625843780135006]
07/10 04:31:35 PM | Model size = 1.443 MB
07/10 04:31:35 PM | Epoch 0 LR 0.05
07/10 04:31:37 PM | Train: [  1/600] Step 000/071 Loss: 1.007 Recall: 0.545 FA: 33 F1: 0.614173
07/10 04:31:37 PM | [80 33 65 78]
07/10 04:31:57 PM | Train: [  1/600] Step 050/071 Loss: 0.533 Recall: 0.890 FA: 12 F1: 0.899628
07/10 04:31:57 PM | [108  12  15 121]
07/10 04:32:05 PM | Train: [  1/600] Step 071/071 Loss: 0.495 Recall: 0.870 FA: 2 F1: 0.888889
07/10 04:32:05 PM | [24  2  3 20]
07/10 04:32:05 PM | Train: [  1/600] Final Recall 86.4269% FA 1533 F1: 85.0515%
07/10 04:32:05 PM | [7571 1533 1238 7883]
07/10 04:32:05 PM | Valid: [  1/600] Step 000/061 Loss: 0.201 Recall: 0.474 FA: 15 F1: 0.418605
07/10 04:32:05 PM | [222  15  10   9]
07/10 04:32:10 PM | Valid: [  1/600] Final Recall 58.3333% FA 561 F1: 43.6865%
07/10 04:32:10 PM | [6353  561  215  301]
07/10 04:32:10 PM | Valid: Time Spent: 5.594440s
07/10 04:32:10 PM | [0.4368650217706822]
07/10 04:32:22 PM | Model size = 1.266 MB
07/10 04:32:22 PM | Epoch 0 LR 0.05
07/10 04:32:23 PM | Train: [  1/600] Step 000/071 Loss: 0.843 Recall: 0.731 FA: 31 F1: 0.734177
07/10 04:32:23 PM | [106  31  32  87]
07/10 04:32:40 PM | Train: [  1/600] Step 050/071 Loss: 0.555 Recall: 0.934 FA: 14 F1: 0.911290
07/10 04:32:40 PM | [121  14   8 113]
07/10 04:32:47 PM | Train: [  1/600] Step 071/071 Loss: 0.516 Recall: 0.724 FA: 0 F1: 0.840000
07/10 04:32:47 PM | [20  0  8 21]
07/10 04:32:47 PM | Train: [  1/600] Final Recall 85.6972% FA 1482 F1: 84.9103%
07/10 04:32:47 PM | [7570 1482 1312 7861]
07/10 04:32:47 PM | Valid: [  1/600] Step 000/061 Loss: 0.764 Recall: 0.636 FA: 45 F1: 0.222222
07/10 04:32:47 PM | [200  45   4   7]
07/10 04:32:51 PM | Valid: [  1/600] Final Recall 67.3160% FA 1353 F1: 29.2568%
07/10 04:32:51 PM | [5865 1353  151  311]
07/10 04:32:51 PM | Valid: Time Spent: 3.983896s
07/10 04:32:51 PM | [0.29256820319849486]
07/10 04:33:03 PM | Model size = 1.522 MB
07/10 04:33:03 PM | Epoch 0 LR 0.05
07/10 04:33:04 PM | Train: [  1/600] Step 000/071 Loss: 1.020 Recall: 0.534 FA: 76 F1: 0.505415
07/10 04:33:04 PM | [49 76 61 70]
07/10 04:33:25 PM | Train: [  1/600] Step 050/071 Loss: 0.535 Recall: 0.898 FA: 22 F1: 0.872340
07/10 04:33:25 PM | [ 97  22  14 123]
07/10 04:33:33 PM | Train: [  1/600] Step 071/071 Loss: 0.496 Recall: 1.000 FA: 3 F1: 0.953846
07/10 04:33:33 PM | [15  3  0 31]
07/10 04:33:33 PM | Train: [  1/600] Final Recall 86.6318% FA 1529 F1: 85.2354%
07/10 04:33:33 PM | [7510 1529 1228 7958]
07/10 04:33:33 PM | Valid: [  1/600] Step 000/061 Loss: 0.210 Recall: 0.909 FA: 27 F1: 0.416667
07/10 04:33:33 PM | [218  27   1  10]
07/10 04:33:39 PM | Valid: [  1/600] Final Recall 69.8198% FA 856 F1: 38.5093%
07/10 04:33:39 PM | [6130  856  134  310]
07/10 04:33:39 PM | Valid: Time Spent: 6.477615s
07/10 04:33:39 PM | [0.38509316770186336]
07/10 04:33:50 PM | Model size = 1.304 MB
07/10 04:33:50 PM | Epoch 0 LR 0.05
07/10 04:33:51 PM | Train: [  1/600] Step 000/071 Loss: 1.000 Recall: 0.547 FA: 38 F1: 0.584475
07/10 04:33:51 PM | [101  38  53  64]
07/10 04:34:09 PM | Train: [  1/600] Step 050/071 Loss: 0.558 Recall: 0.855 FA: 15 F1: 0.868217
07/10 04:34:09 PM | [110  15  19 112]
07/10 04:34:15 PM | Train: [  1/600] Step 071/071 Loss: 0.523 Recall: 0.893 FA: 1 F1: 0.925926
07/10 04:34:15 PM | [20  1  3 25]
07/10 04:34:16 PM | Train: [  1/600] Final Recall 85.1596% FA 1520 F1: 84.3867%
07/10 04:34:16 PM | [7588 1520 1353 7764]
07/10 04:34:16 PM | Valid: [  1/600] Step 000/061 Loss: 0.596 Recall: 0.706 FA: 33 F1: 0.387097
07/10 04:34:16 PM | [206  33   5  12]
07/10 04:34:26 PM | Valid: [  1/600] Final Recall 62.5720% FA 808 F1: 39.3958%
07/10 04:34:26 PM | [6351  808  195  326]
07/10 04:34:26 PM | Valid: Time Spent: 9.925779s
07/10 04:34:26 PM | [0.3939577039274924]
07/10 04:34:56 PM | Model size = 1.384 MB
07/10 04:34:56 PM | Epoch 0 LR 0.05
07/10 04:34:59 PM | Train: [  1/600] Step 000/071 Loss: 0.923 Recall: 0.624 FA: 39 F1: 0.644628
07/10 04:34:59 PM | [92 39 47 78]
