07/09 11:58:21 PM | 
07/10 12:12:27 AM | Model size = 1.280 MB
07/10 12:12:27 AM | Epoch 0 LR 0.05
07/10 12:12:28 AM | Train: [  1/600] Step 000/071 Loss: 1.133 Recall: 0.393 FA: 80 F1: 0.372881
07/10 12:12:28 AM | [64 80 68 44]
07/10 12:12:45 AM | Train: [  1/600] Step 050/071 Loss: 0.670 Recall: 0.915 FA: 32 F1: 0.845878
07/10 12:12:45 AM | [ 95  32  11 118]
07/10 12:12:52 AM | Train: [  1/600] Step 071/071 Loss: 0.606 Recall: 0.957 FA: 7 F1: 0.846154
07/10 12:12:52 AM | [19  7  1 22]
07/10 12:12:52 AM | Train: [  1/600] Final Recall 83.8282% FA 1733 F1: 82.6644%
07/10 12:12:52 AM | [7365 1733 1476 7651]
07/10 12:12:52 AM | Valid: [  1/600] Step 000/061 Loss: 0.410 Recall: 0.737 FA: 50 F1: 0.337349
07/10 12:12:52 AM | [187  50   5  14]
07/10 12:12:58 AM | Valid: [  1/600] Final Recall 84.5992% FA 1487 F1: 33.9543%
07/10 12:12:58 AM | [5469 1487   73  401]
07/10 12:12:58 AM | Valid: Time Spent: 5.563124s
07/10 12:12:58 AM | [0.3395427603725656]
07/10 12:12:59 AM | Model size = 1.514 MB
07/10 12:12:59 AM | Epoch 0 LR 0.05
07/10 12:13:00 AM | Train: [  1/600] Step 000/071 Loss: 1.047 Recall: 0.341 FA: 42 F1: 0.409302
07/10 12:13:00 AM | [85 42 85 44]
07/10 12:13:21 AM | Train: [  1/600] Step 050/071 Loss: 0.530 Recall: 0.912 FA: 20 F1: 0.880309
07/10 12:13:21 AM | [111  20  11 114]
07/10 12:13:30 AM | Train: [  1/600] Step 071/071 Loss: 0.499 Recall: 0.871 FA: 0 F1: 0.931034
07/10 12:13:30 AM | [18  0  4 27]
07/10 12:13:30 AM | Train: [  1/600] Final Recall 86.0043% FA 1535 F1: 84.9086%
07/10 12:13:30 AM | [7430 1535 1296 7964]
07/10 12:13:30 AM | Valid: [  1/600] Step 000/061 Loss: 0.280 Recall: 0.750 FA: 31 F1: 0.406780
07/10 12:13:30 AM | [209  31   4  12]
07/10 12:13:34 AM | Valid: [  1/600] Final Recall 69.8545% FA 904 F1: 39.0471%
07/10 12:13:34 AM | [6295  904  145  336]
07/10 12:13:34 AM | Valid: Time Spent: 4.666188s
07/10 12:13:34 AM | [0.39047065659500296]
07/10 12:13:37 AM | Model size = 1.516 MB
07/10 12:13:37 AM | Epoch 0 LR 0.05
07/10 12:13:39 AM | Train: [  1/600] Step 000/071 Loss: 0.978 Recall: 0.471 FA: 60 F1: 0.505263
07/10 12:13:39 AM | [43 60 81 72]
07/10 12:13:59 AM | Train: [  1/600] Step 050/071 Loss: 0.533 Recall: 0.906 FA: 20 F1: 0.877863
07/10 12:13:59 AM | [109  20  12 115]
07/10 12:14:08 AM | Train: [  1/600] Step 071/071 Loss: 0.494 Recall: 0.958 FA: 3 F1: 0.920000
07/10 12:14:08 AM | [22  3  1 23]
07/10 12:14:08 AM | Train: [  1/600] Final Recall 85.2874% FA 1464 F1: 84.7308%
07/10 12:14:08 AM | [7626 1464 1344 7791]
07/10 12:14:08 AM | Valid: [  1/600] Step 000/061 Loss: 0.253 Recall: 0.625 FA: 34 F1: 0.212766
07/10 12:14:08 AM | [214  34   3   5]
07/10 12:14:13 AM | Valid: [  1/600] Final Recall 72.1545% FA 963 F1: 39.2265%
07/10 12:14:13 AM | [5975  963  137  355]
07/10 12:14:13 AM | Valid: Time Spent: 4.937608s
07/10 12:14:13 AM | [0.39226519337016574]
07/10 12:14:14 AM | Model size = 1.439 MB
07/10 12:14:14 AM | Epoch 0 LR 0.05
07/10 12:14:15 AM | Train: [  1/600] Step 000/071 Loss: 1.079 Recall: 0.195 FA: 64 F1: 0.227488
07/10 12:14:15 AM | [69 64 99 24]
07/10 12:14:36 AM | Train: [  1/600] Step 050/071 Loss: 0.527 Recall: 0.893 FA: 17 F1: 0.879032
07/10 12:14:36 AM | [117  17  13 109]
07/10 12:14:44 AM | Train: [  1/600] Step 071/071 Loss: 0.502 Recall: 0.923 FA: 3 F1: 0.905660
07/10 12:14:44 AM | [20  3  2 24]
07/10 12:14:44 AM | Train: [  1/600] Final Recall 85.6769% FA 1499 F1: 84.8164%
07/10 12:14:44 AM | [7559 1499 1313 7854]
07/10 12:14:44 AM | Valid: [  1/600] Step 000/061 Loss: 0.646 Recall: 1.000 FA: 52 F1: 0.395349
07/10 12:14:44 AM | [187  52   0  17]
07/10 12:14:48 AM | Valid: [  1/600] Final Recall 93.4741% FA 1657 F1: 36.5478%
07/10 12:14:48 AM | [5502 1657   34  487]
07/10 12:14:48 AM | Valid: Time Spent: 4.237595s
07/10 12:14:48 AM | [0.3654784240150094]
07/10 12:14:50 AM | Model size = 1.332 MB
07/10 12:14:50 AM | Epoch 0 LR 0.05
07/10 12:14:51 AM | Train: [  1/600] Step 000/071 Loss: 0.984 Recall: 0.580 FA: 61 F1: 0.567164
07/10 12:14:51 AM | [64 61 55 76]
07/10 12:15:08 AM | Train: [  1/600] Step 050/071 Loss: 0.592 Recall: 0.865 FA: 18 F1: 0.864662
07/10 12:15:08 AM | [105  18  18 115]
07/10 12:15:14 AM | Train: [  1/600] Step 071/071 Loss: 0.544 Recall: 0.821 FA: 4 F1: 0.836364
07/10 12:15:14 AM | [17  4  5 23]
07/10 12:15:14 AM | Train: [  1/600] Final Recall 84.9791% FA 1727 F1: 83.3252%
07/10 12:15:14 AM | [7404 1727 1366 7728]
07/10 12:15:15 AM | Valid: [  1/600] Step 000/061 Loss: 0.396 Recall: 0.800 FA: 47 F1: 0.246154
07/10 12:15:15 AM | [199  47   2   8]
07/10 12:15:19 AM | Valid: [  1/600] Final Recall 82.1429% FA 1330 F1: 34.2964%
07/10 12:15:19 AM | [5652 1330   80  368]
07/10 12:15:19 AM | Valid: Time Spent: 4.447949s
07/10 12:15:19 AM | [0.34296365330848094]
07/10 12:15:22 AM | Model size = 1.327 MB
07/10 12:15:22 AM | Epoch 0 LR 0.05
07/10 12:15:23 AM | Train: [  1/600] Step 000/071 Loss: 1.003 Recall: 0.583 FA: 49 F1: 0.592000
07/10 12:15:23 AM | [80 49 53 74]
07/10 12:15:42 AM | Train: [  1/600] Step 050/071 Loss: 0.685 Recall: 0.748 FA: 10 F1: 0.820084
07/10 12:15:42 AM | [115  10  33  98]
07/10 12:15:49 AM | Train: [  1/600] Step 071/071 Loss: 0.630 Recall: 0.913 FA: 5 F1: 0.857143
07/10 12:15:49 AM | [21  5  2 21]
07/10 12:15:49 AM | Train: [  1/600] Final Recall 82.6087% FA 1778 F1: 81.6780%
07/10 12:15:49 AM | [7408 1778 1572 7467]
07/10 12:15:49 AM | Valid: [  1/600] Step 000/061 Loss: 0.247 Recall: 0.562 FA: 13 F1: 0.473684
07/10 12:15:49 AM | [227  13   7   9]
07/10 12:15:53 AM | Valid: [  1/600] Final Recall 59.3810% FA 640 F1: 41.9399%
07/10 12:15:53 AM | [6523  640  210  307]
07/10 12:15:53 AM | Valid: Time Spent: 3.970564s
07/10 12:15:53 AM | [0.41939890710382516]
07/10 12:15:54 AM | Model size = 1.230 MB
07/10 12:15:54 AM | Epoch 0 LR 0.05
07/10 12:15:55 AM | Train: [  1/600] Step 000/071 Loss: 1.101 Recall: 0.550 FA: 88 F1: 0.494845
07/10 12:15:55 AM | [37 88 59 72]
