07/10 01:03:24 PM | 
07/10 01:20:09 PM | Model size = 1.327 MB
07/10 01:20:09 PM | Epoch 0 LR 0.05
07/10 01:20:10 PM | Train: [  1/600] Step 000/071 Loss: 1.079 Recall: 0.348 FA: 72 F1: 0.374046
07/10 01:20:10 PM | [43 72 92 49]
07/10 01:20:27 PM | Train: [  1/600] Step 050/071 Loss: 0.615 Recall: 0.915 FA: 29 F1: 0.856115
07/10 01:20:27 PM | [ 97  29  11 119]
07/10 01:20:33 PM | Train: [  1/600] Step 071/071 Loss: 0.560 Recall: 0.920 FA: 3 F1: 0.901961
07/10 01:20:33 PM | [21  3  2 23]
07/10 01:20:34 PM | Train: [  1/600] Final Recall 83.3096% FA 1686 F1: 82.5771%
07/10 01:20:34 PM | [7408 1686 1524 7607]
07/10 01:20:34 PM | Valid: [  1/600] Step 000/061 Loss: 1.201 Recall: 0.933 FA: 54 F1: 0.337349
07/10 01:20:34 PM | [187  54   1  14]
07/10 01:20:38 PM | Valid: [  1/600] Final Recall 87.4739% FA 1689 F1: 32.3927%
07/10 01:20:38 PM | [5262 1689   60  419]
07/10 01:20:38 PM | Valid: Time Spent: 4.840773s
07/10 01:20:38 PM | [0.3239273289524546]
07/10 01:20:45 PM | Model size = 1.408 MB
07/10 01:20:45 PM | Epoch 0 LR 0.05
07/10 01:20:46 PM | Train: [  1/600] Step 000/071 Loss: 0.983 Recall: 0.457 FA: 41 F1: 0.513274
07/10 01:20:46 PM | [88 41 69 58]
07/10 01:21:05 PM | Train: [  1/600] Step 050/071 Loss: 0.540 Recall: 0.975 FA: 27 F1: 0.885496
07/10 01:21:05 PM | [110  27   3 116]
07/10 01:21:12 PM | Train: [  1/600] Step 071/071 Loss: 0.504 Recall: 0.889 FA: 4 F1: 0.872727
07/10 01:21:12 PM | [18  4  3 24]
07/10 01:21:12 PM | Train: [  1/600] Final Recall 85.0142% FA 1523 F1: 84.3087%
07/10 01:21:12 PM | [7560 1523 1370 7772]
07/10 01:21:13 PM | Valid: [  1/600] Step 000/061 Loss: 0.475 Recall: 0.611 FA: 32 F1: 0.360656
07/10 01:21:13 PM | [206  32   7  11]
07/10 01:21:17 PM | Valid: [  1/600] Final Recall 61.2903% FA 747 F1: 39.3019%
07/10 01:21:17 PM | [6437  747  192  304]
07/10 01:21:17 PM | Valid: Time Spent: 4.152311s
07/10 01:21:17 PM | [0.3930187459599224]
07/10 01:21:23 PM | Model size = 1.247 MB
07/10 01:21:23 PM | Epoch 0 LR 0.05
07/10 01:21:25 PM | Train: [  1/600] Step 000/071 Loss: 1.143 Recall: 0.437 FA: 88 F1: 0.418440
07/10 01:21:25 PM | [33 88 76 59]
07/10 01:21:42 PM | Train: [  1/600] Step 050/071 Loss: 0.571 Recall: 0.953 FA: 26 F1: 0.884892
07/10 01:21:42 PM | [101  26   6 123]
07/10 01:21:49 PM | Train: [  1/600] Step 071/071 Loss: 0.529 Recall: 0.885 FA: 2 F1: 0.901961
07/10 01:21:49 PM | [21  2  3 23]
07/10 01:21:49 PM | Train: [  1/600] Final Recall 85.0159% FA 1642 F1: 83.7698%
07/10 01:21:49 PM | [7440 1642 1370 7773]
07/10 01:21:49 PM | Valid: [  1/600] Step 000/061 Loss: 0.379 Recall: 0.833 FA: 30 F1: 0.476190
07/10 01:21:49 PM | [208  30   3  15]
07/10 01:21:54 PM | Valid: [  1/600] Final Recall 75.3112% FA 793 F1: 44.3223%
07/10 01:21:54 PM | [6155  793  119  363]
07/10 01:21:54 PM | Valid: Time Spent: 5.389711s
07/10 01:21:54 PM | [0.4432234432234432]
07/10 01:22:00 PM | Model size = 1.479 MB
07/10 01:22:00 PM | Epoch 0 LR 0.05
07/10 01:22:02 PM | Train: [  1/600] Step 000/071 Loss: 1.000 Recall: 0.476 FA: 87 F1: 0.439560
07/10 01:22:02 PM | [43 87 66 60]
07/10 01:22:25 PM | Train: [  1/600] Step 050/071 Loss: 0.507 Recall: 0.909 FA: 16 F1: 0.890688
07/10 01:22:25 PM | [119  16  11 110]
07/10 01:22:34 PM | Train: [  1/600] Step 071/071 Loss: 0.472 Recall: 0.846 FA: 1 F1: 0.897959
07/10 01:22:34 PM | [22  1  4 22]
07/10 01:22:34 PM | Train: [  1/600] Final Recall 85.5813% FA 1440 F1: 85.0090%
07/10 01:22:34 PM | [7651 1440 1317 7817]
07/10 01:22:34 PM | Valid: [  1/600] Step 000/061 Loss: 0.365 Recall: 0.750 FA: 23 F1: 0.470588
07/10 01:22:34 PM | [217  23   4  12]
07/10 01:22:38 PM | Valid: [  1/600] Final Recall 67.8423% FA 919 F1: 37.8472%
07/10 01:22:38 PM | [6279  919  155  327]
07/10 01:22:38 PM | Valid: Time Spent: 4.612503s
07/10 01:22:38 PM | [0.3784722222222222]
07/10 01:22:45 PM | Model size = 1.360 MB
07/10 01:22:45 PM | Epoch 0 LR 0.05
07/10 01:22:46 PM | Train: [  1/600] Step 000/071 Loss: 0.961 Recall: 0.615 FA: 39 F1: 0.635593
07/10 01:22:46 PM | [95 39 47 75]
07/10 01:23:06 PM | Train: [  1/600] Step 050/071 Loss: 0.550 Recall: 0.886 FA: 19 F1: 0.873134
07/10 01:23:06 PM | [105  19  15 117]
07/10 01:23:14 PM | Train: [  1/600] Step 071/071 Loss: 0.505 Recall: 0.917 FA: 4 F1: 0.880000
07/10 01:23:14 PM | [21  4  2 22]
07/10 01:23:14 PM | Train: [  1/600] Final Recall 86.7005% FA 1629 F1: 84.7244%
07/10 01:23:14 PM | [7528 1629 1206 7862]
07/10 01:23:14 PM | Valid: [  1/600] Step 000/061 Loss: 0.645 Recall: 0.929 FA: 66 F1: 0.279570
07/10 01:23:14 PM | [176  66   1  13]
07/10 01:23:20 PM | Valid: [  1/600] Final Recall 92.5000% FA 2081 F1: 29.5507%
07/10 01:23:20 PM | [4869 2081   36  444]
07/10 01:23:20 PM | Valid: Time Spent: 5.516945s
07/10 01:23:20 PM | [0.2955074875207987]
07/10 01:23:32 PM | Model size = 1.226 MB
07/10 01:23:32 PM | Epoch 0 LR 0.05
07/10 01:23:34 PM | Train: [  1/600] Step 000/071 Loss: 1.011 Recall: 0.568 FA: 71 F1: 0.531835
07/10 01:23:34 PM | [60 71 54 71]
07/10 01:23:50 PM | Train: [  1/600] Step 050/071 Loss: 0.549 Recall: 0.961 FA: 24 F1: 0.895307
07/10 01:23:50 PM | [103  24   5 124]
07/10 01:23:57 PM | Train: [  1/600] Step 071/071 Loss: 0.507 Recall: 0.880 FA: 4 F1: 0.862745
07/10 01:23:57 PM | [20  4  3 22]
07/10 01:23:57 PM | Train: [  1/600] Final Recall 85.9945% FA 1527 F1: 84.8370%
07/10 01:23:57 PM | [7573 1527 1278 7847]
07/10 01:23:57 PM | Valid: [  1/600] Step 000/061 Loss: 0.218 Recall: 0.462 FA: 28 F1: 0.255319
07/10 01:23:57 PM | [215  28   7   6]
07/10 01:24:01 PM | Valid: [  1/600] Final Recall 38.8090% FA 652 F1: 28.4639%
07/10 01:24:01 PM | [6541  652  298  189]
07/10 01:24:01 PM | Valid: Time Spent: 3.777600s
07/10 01:24:01 PM | [0.28463855421686746]
07/10 01:24:07 PM | Model size = 1.467 MB
07/10 01:24:07 PM | Epoch 0 LR 0.05
07/10 01:24:08 PM | Train: [  1/600] Step 000/071 Loss: 1.062 Recall: 0.585 FA: 93 F1: 0.508361
07/10 01:24:08 PM | [33 93 54 76]
07/10 01:24:27 PM | Train: [  1/600] Step 050/071 Loss: 0.572 Recall: 0.844 FA: 3 F1: 0.904762
07/10 01:24:27 PM | [118   3  21 114]
07/10 01:24:36 PM | Train: [  1/600] Step 071/071 Loss: 0.527 Recall: 0.846 FA: 3 F1: 0.862745
07/10 01:24:36 PM | [20  3  4 22]
07/10 01:24:36 PM | Train: [  1/600] Final Recall 85.7017% FA 1774 F1: 83.5061%
07/10 01:24:36 PM | [7380 1774 1297 7774]
07/10 01:24:36 PM | Valid: [  1/600] Step 000/061 Loss: 0.201 Recall: 0.357 FA: 14 F1: 0.303030
07/10 01:24:36 PM | [228  14   9   5]
07/10 01:24:42 PM | Valid: [  1/600] Final Recall 35.0913% FA 512 F1: 29.3718%
07/10 01:24:42 PM | [6425  512  320  173]
07/10 01:24:42 PM | Valid: Time Spent: 5.922378s
07/10 01:24:42 PM | [0.2937181663837012]
07/10 01:24:54 PM | Model size = 1.431 MB
07/10 01:24:54 PM | Epoch 0 LR 0.05
07/10 01:24:56 PM | Train: [  1/600] Step 000/071 Loss: 0.976 Recall: 0.602 FA: 64 F1: 0.572491
07/10 01:24:56 PM | [64 64 51 77]
07/10 01:25:15 PM | Train: [  1/600] Step 050/071 Loss: 0.540 Recall: 0.856 FA: 5 F1: 0.902954
07/10 01:25:15 PM | [126   5  18 107]
07/10 01:25:22 PM | Train: [  1/600] Step 071/071 Loss: 0.494 Recall: 0.952 FA: 3 F1: 0.909091
07/10 01:25:22 PM | [25  3  1 20]
07/10 01:25:22 PM | Train: [  1/600] Final Recall 85.0919% FA 1427 F1: 84.7562%
07/10 01:25:22 PM | [7709 1427 1355 7734]
07/10 01:25:22 PM | Valid: [  1/600] Step 000/061 Loss: 0.222 Recall: 0.588 FA: 9 F1: 0.555556
07/10 01:25:22 PM | [230   9   7  10]
07/10 01:25:26 PM | Valid: [  1/600] Final Recall 52.6860% FA 513 F1: 40.7348%
07/10 01:25:26 PM | [6683  513  229  255]
07/10 01:25:26 PM | Valid: Time Spent: 4.056194s
07/10 01:25:26 PM | [0.4073482428115016]
07/10 01:25:33 PM | Model size = 1.619 MB
07/10 01:25:33 PM | Epoch 0 LR 0.05
07/10 01:25:35 PM | Train: [  1/600] Step 000/071 Loss: 1.022 Recall: 0.459 FA: 91 F1: 0.416357
07/10 01:25:35 PM | [43 91 66 56]
07/10 01:25:56 PM | Train: [  1/600] Step 050/071 Loss: 0.522 Recall: 0.899 FA: 10 F1: 0.909804
07/10 01:25:56 PM | [117  10  13 116]
07/10 01:26:04 PM | Train: [  1/600] Step 071/071 Loss: 0.491 Recall: 0.955 FA: 7 F1: 0.840000
07/10 01:26:04 PM | [20  7  1 21]
07/10 01:26:05 PM | Train: [  1/600] Final Recall 86.3124% FA 1548 F1: 84.8640%
07/10 01:26:05 PM | [7625 1548 1239 7813]
07/10 01:26:05 PM | Valid: [  1/600] Step 000/061 Loss: 0.236 Recall: 0.227 FA: 9 F1: 0.277778
07/10 01:26:05 PM | [225   9  17   5]
07/10 01:26:09 PM | Valid: [  1/600] Final Recall 36.0169% FA 340 F1: 34.6232%
07/10 01:26:09 PM | [6618  340  302  170]
07/10 01:26:09 PM | Valid: Time Spent: 4.459670s
07/10 01:26:09 PM | [0.34623217922606925]
07/10 01:26:15 PM | Model size = 1.436 MB
07/10 01:26:15 PM | Epoch 0 LR 0.05
07/10 01:26:17 PM | Train: [  1/600] Step 000/071 Loss: 1.095 Recall: 0.368 FA: 96 F1: 0.333333
07/10 01:26:17 PM | [46 96 72 42]
07/10 01:26:35 PM | Train: [  1/600] Step 050/071 Loss: 0.589 Recall: 0.896 FA: 16 F1: 0.888889
07/10 01:26:35 PM | [106  16  14 120]
07/10 01:26:43 PM | Train: [  1/600] Step 071/071 Loss: 0.536 Recall: 0.962 FA: 6 F1: 0.877193
07/10 01:26:43 PM | [17  6  1 25]
07/10 01:26:43 PM | Train: [  1/600] Final Recall 84.1706% FA 1651 F1: 83.0900%
07/10 01:26:43 PM | [7616 1651 1418 7540]
07/10 01:26:45 PM | Valid: [  1/600] Step 000/061 Loss: 0.288 Recall: 0.889 FA: 38 F1: 0.444444
07/10 01:26:45 PM | [200  38   2  16]
07/10 01:26:49 PM | Valid: [  1/600] Final Recall 82.5301% FA 1174 F1: 39.4623%
07/10 01:26:49 PM | [6008 1174   87  411]
07/10 01:26:49 PM | Valid: Time Spent: 5.434223s
07/10 01:26:49 PM | [0.39462313970235235]
07/10 01:26:52 PM | Model size = 1.535 MB
07/10 01:26:52 PM | Epoch 0 LR 0.05
07/10 01:26:54 PM | Train: [  1/600] Step 000/071 Loss: 1.033 Recall: 0.442 FA: 92 F1: 0.410072
07/10 01:26:54 PM | [35 92 72 57]
07/10 01:27:16 PM | Train: [  1/600] Step 050/071 Loss: 0.550 Recall: 0.878 FA: 18 F1: 0.871212
07/10 01:27:16 PM | [107  18  16 115]
07/10 01:27:24 PM | Train: [  1/600] Step 071/071 Loss: 0.516 Recall: 0.909 FA: 8 F1: 0.800000
07/10 01:27:24 PM | [19  8  2 20]
07/10 01:27:24 PM | Train: [  1/600] Final Recall 85.5272% FA 1664 F1: 83.9156%
07/10 01:27:24 PM | [7475 1664 1315 7771]
07/10 01:27:25 PM | Valid: [  1/600] Step 000/061 Loss: 0.617 Recall: 0.944 FA: 58 F1: 0.365591
07/10 01:27:25 PM | [180  58   1  17]
07/10 01:27:29 PM | Valid: [  1/600] Final Recall 94.6170% FA 1850 F1: 32.7599%
07/10 01:27:29 PM | [5347 1850   26  457]
07/10 01:27:29 PM | Valid: Time Spent: 4.549365s
07/10 01:27:29 PM | [0.3275985663082437]
07/10 01:27:32 PM | Model size = 1.362 MB
07/10 01:27:32 PM | Epoch 0 LR 0.05
07/10 01:27:33 PM | Train: [  1/600] Step 000/071 Loss: 1.085 Recall: 0.433 FA: 85 F1: 0.425087
07/10 01:27:33 PM | [30 85 80 61]
07/10 01:27:51 PM | Train: [  1/600] Step 050/071 Loss: 0.510 Recall: 0.938 FA: 34 F1: 0.837945
07/10 01:27:51 PM | [109  34   7 106]
07/10 01:27:59 PM | Train: [  1/600] Step 071/071 Loss: 0.469 Recall: 1.000 FA: 4 F1: 0.925926
07/10 01:27:59 PM | [20  4  0 25]
07/10 01:27:59 PM | Train: [  1/600] Final Recall 86.0287% FA 1393 F1: 85.4812%
07/10 01:27:59 PM | [7699 1393 1276 7857]
07/10 01:27:59 PM | Valid: [  1/600] Step 000/061 Loss: 0.335 Recall: 0.800 FA: 30 F1: 0.484848
07/10 01:27:59 PM | [206  30   4  16]
07/10 01:28:06 PM | Valid: [  1/600] Final Recall 79.2453% FA 880 F1: 43.5735%
07/10 01:28:06 PM | [6073  880   99  378]
07/10 01:28:06 PM | Valid: Time Spent: 6.721406s
07/10 01:28:06 PM | [0.4357348703170029]
07/10 01:28:13 PM | Model size = 1.321 MB
07/10 01:28:13 PM | Epoch 0 LR 0.05
07/10 01:28:14 PM | Train: [  1/600] Step 000/071 Loss: 0.919 Recall: 0.667 FA: 45 F1: 0.664151
07/10 01:28:14 PM | [79 45 44 88]
07/10 01:28:33 PM | Train: [  1/600] Step 050/071 Loss: 0.528 Recall: 0.916 FA: 30 F1: 0.854093
07/10 01:28:33 PM | [ 95  30  11 120]
07/10 01:28:41 PM | Train: [  1/600] Step 071/071 Loss: 0.489 Recall: 0.786 FA: 3 F1: 0.830189
07/10 01:28:41 PM | [18  3  6 22]
07/10 01:28:41 PM | Train: [  1/600] Final Recall 86.8432% FA 1473 F1: 85.6579%
07/10 01:28:41 PM | [7502 1473 1217 8033]
07/10 01:28:41 PM | Valid: [  1/600] Step 000/061 Loss: 0.489 Recall: 0.800 FA: 32 F1: 0.406780
07/10 01:28:41 PM | [209  32   3  12]
07/10 01:28:45 PM | Valid: [  1/600] Final Recall 72.5773% FA 1020 F1: 37.9106%
07/10 01:28:45 PM | [6175 1020  133  352]
07/10 01:28:45 PM | Valid: Time Spent: 4.035461s
07/10 01:28:45 PM | [0.37910608508346794]
07/10 01:28:52 PM | Model size = 1.327 MB
07/10 01:28:52 PM | Epoch 0 LR 0.05
07/10 01:28:53 PM | Train: [  1/600] Step 000/071 Loss: 1.119 Recall: 0.441 FA: 107 F1: 0.375451
07/10 01:28:53 PM | [ 31 107  66  52]
07/10 01:29:09 PM | Train: [  1/600] Step 050/071 Loss: 0.615 Recall: 0.765 FA: 3 F1: 0.855932
07/10 01:29:09 PM | [121   3  31 101]
07/10 01:29:16 PM | Train: [  1/600] Step 071/071 Loss: 0.567 Recall: 0.958 FA: 5 F1: 0.884615
07/10 01:29:16 PM | [20  5  1 23]
07/10 01:29:16 PM | Train: [  1/600] Final Recall 83.7541% FA 1640 F1: 83.0250%
07/10 01:29:16 PM | [7475 1640 1480 7630]
07/10 01:29:16 PM | Valid: [  1/600] Step 000/061 Loss: 0.477 Recall: 0.833 FA: 68 F1: 0.297030
07/10 01:29:16 PM | [170  68   3  15]
07/10 01:29:21 PM | Valid: [  1/600] Final Recall 89.1348% FA 1907 F1: 31.1205%
07/10 01:29:21 PM | [5026 1907   54  443]
07/10 01:29:21 PM | Valid: Time Spent: 4.781216s
07/10 01:29:21 PM | [0.31120477695820165]
07/10 01:29:28 PM | Model size = 1.402 MB
07/10 01:29:28 PM | Epoch 0 LR 0.05
07/10 01:29:29 PM | Train: [  1/600] Step 000/071 Loss: 1.110 Recall: 0.457 FA: 85 F1: 0.432234
07/10 01:29:29 PM | [42 85 70 59]
07/10 01:29:46 PM | Train: [  1/600] Step 050/071 Loss: 0.605 Recall: 0.772 FA: 9 F1: 0.840000
07/10 01:29:46 PM | [111   9  31 105]
07/10 01:29:53 PM | Train: [  1/600] Step 071/071 Loss: 0.555 Recall: 0.920 FA: 4 F1: 0.884615
07/10 01:29:53 PM | [20  4  2 23]
07/10 01:29:53 PM | Train: [  1/600] Final Recall 83.7397% FA 1582 F1: 83.3406%
07/10 01:29:53 PM | [7455 1582 1494 7694]
07/10 01:29:53 PM | Valid: [  1/600] Step 000/061 Loss: 0.492 Recall: 0.533 FA: 25 F1: 0.333333
07/10 01:29:53 PM | [216  25   7   8]
07/10 01:29:57 PM | Valid: [  1/600] Final Recall 64.1079% FA 653 F1: 42.7978%
07/10 01:29:57 PM | [6545  653  173  309]
07/10 01:29:57 PM | Valid: Time Spent: 3.828286s
07/10 01:29:57 PM | [0.4279778393351801]
07/10 01:30:00 PM | Model size = 1.410 MB
07/10 01:30:00 PM | Epoch 0 LR 0.05
07/10 01:30:01 PM | Train: [  1/600] Step 000/071 Loss: 1.077 Recall: 0.471 FA: 91 F1: 0.423792
07/10 01:30:01 PM | [44 91 64 57]
07/10 01:30:23 PM | Train: [  1/600] Step 050/071 Loss: 0.628 Recall: 0.832 FA: 17 F1: 0.845528
07/10 01:30:23 PM | [114  17  21 104]
07/10 01:30:32 PM | Train: [  1/600] Step 071/071 Loss: 0.590 Recall: 0.957 FA: 4 F1: 0.897959
07/10 01:30:32 PM | [22  4  1 22]
07/10 01:30:32 PM | Train: [  1/600] Final Recall 82.3516% FA 1770 F1: 81.4667%
07/10 01:30:32 PM | [7525 1770 1576 7354]
07/10 01:30:32 PM | Valid: [  1/600] Step 000/061 Loss: 0.600 Recall: 0.375 FA: 22 F1: 0.272727
07/10 01:30:32 PM | [218  22  10   6]
07/10 01:30:37 PM | Valid: [  1/600] Final Recall 65.3527% FA 662 F1: 43.1803%
07/10 01:30:37 PM | [6286  662  167  315]
07/10 01:30:37 PM | Valid: Time Spent: 5.482784s
07/10 01:30:37 PM | [0.4318026045236463]
07/10 01:30:45 PM | Model size = 1.567 MB
07/10 01:30:45 PM | Epoch 0 LR 0.05
07/10 01:30:47 PM | Train: [  1/600] Step 000/071 Loss: 0.904 Recall: 0.542 FA: 37 F1: 0.585586
07/10 01:30:47 PM | [99 37 55 65]
07/10 01:31:06 PM | Train: [  1/600] Step 050/071 Loss: 0.527 Recall: 0.958 FA: 26 F1: 0.881226
07/10 01:31:06 PM | [110  26   5 115]
07/10 01:31:15 PM | Train: [  1/600] Step 071/071 Loss: 0.483 Recall: 1.000 FA: 8 F1: 0.840000
07/10 01:31:15 PM | [20  8  0 21]
07/10 01:31:15 PM | Train: [  1/600] Final Recall 85.5758% FA 1422 F1: 85.0463%
07/10 01:31:15 PM | [7728 1422 1309 7766]
07/10 01:31:15 PM | Valid: [  1/600] Step 000/061 Loss: 0.428 Recall: 0.824 FA: 30 F1: 0.459016
07/10 01:31:15 PM | [209  30   3  14]
07/10 01:31:19 PM | Valid: [  1/600] Final Recall 73.9040% FA 885 F1: 41.2107%
07/10 01:31:19 PM | [6316  885  125  354]
07/10 01:31:19 PM | Valid: Time Spent: 4.817182s
07/10 01:31:19 PM | [0.4121071012805588]
07/10 01:31:26 PM | Model size = 1.304 MB
07/10 01:31:26 PM | Epoch 0 LR 0.05
07/10 01:31:27 PM | Train: [  1/600] Step 000/071 Loss: 1.148 Recall: 0.378 FA: 74 F1: 0.392308
07/10 01:31:27 PM | [47 74 84 51]
07/10 01:31:43 PM | Train: [  1/600] Step 050/071 Loss: 0.626 Recall: 0.942 FA: 25 F1: 0.875969
07/10 01:31:43 PM | [111  25   7 113]
07/10 01:31:50 PM | Train: [  1/600] Step 071/071 Loss: 0.566 Recall: 0.846 FA: 4 F1: 0.846154
07/10 01:31:50 PM | [19  4  4 22]
07/10 01:31:50 PM | Train: [  1/600] Final Recall 83.7369% FA 1656 F1: 82.8534%
07/10 01:31:50 PM | [7567 1656 1464 7538]
07/10 01:31:50 PM | Valid: [  1/600] Step 000/061 Loss: 0.996 Recall: 0.889 FA: 81 F1: 0.278261
07/10 01:31:50 PM | [157  81   2  16]
07/10 01:31:55 PM | Valid: [  1/600] Final Recall 94.7034% FA 2290 F1: 27.8591%
07/10 01:31:55 PM | [4668 2290   25  447]
07/10 01:31:55 PM | Valid: Time Spent: 4.691102s
07/10 01:31:55 PM | [0.27859146151449055]
07/10 01:32:02 PM | Model size = 1.342 MB
07/10 01:32:02 PM | Epoch 0 LR 0.05
07/10 01:32:03 PM | Train: [  1/600] Step 000/071 Loss: 0.940 Recall: 0.646 FA: 57 F1: 0.600823
07/10 01:32:03 PM | [86 57 40 73]
07/10 01:32:20 PM | Train: [  1/600] Step 050/071 Loss: 0.513 Recall: 0.852 FA: 12 F1: 0.875502
07/10 01:32:20 PM | [116  12  19 109]
07/10 01:32:27 PM | Train: [  1/600] Step 071/071 Loss: 0.473 Recall: 0.926 FA: 1 F1: 0.943396
07/10 01:32:27 PM | [21  1  2 25]
07/10 01:32:27 PM | Train: [  1/600] Final Recall 86.6988% FA 1480 F1: 85.4647%
07/10 01:32:27 PM | [7603 1480 1216 7926]
07/10 01:32:27 PM | Valid: [  1/600] Step 000/061 Loss: 0.205 Recall: 0.000 FA: 0 F1: 0.000000
07/10 01:32:27 PM | [236   0  20   0]
07/10 01:32:30 PM | Valid: [  1/600] Final Recall 3.6893% FA 22 F1: 6.8345%
07/10 01:32:30 PM | [7143   22  496   19]
07/10 01:32:30 PM | Valid: Time Spent: 3.669772s
07/10 01:32:30 PM | [0.0683453237410072]
07/10 01:32:37 PM | Model size = 1.489 MB
07/10 01:32:37 PM | Epoch 0 LR 0.05
07/10 01:32:39 PM | Train: [  1/600] Step 000/071 Loss: 1.050 Recall: 0.456 FA: 88 F1: 0.422222
07/10 01:32:39 PM | [43 88 68 57]
07/10 01:32:58 PM | Train: [  1/600] Step 050/071 Loss: 0.546 Recall: 0.908 FA: 17 F1: 0.891386
07/10 01:32:58 PM | [108  17  12 119]
07/10 01:33:05 PM | Train: [  1/600] Step 071/071 Loss: 0.501 Recall: 0.889 FA: 3 F1: 0.888889
07/10 01:33:05 PM | [19  3  3 24]
07/10 01:33:06 PM | Train: [  1/600] Final Recall 84.8327% FA 1515 F1: 84.2878%
07/10 01:33:06 PM | [7506 1515 1396 7808]
07/10 01:33:06 PM | Valid: [  1/600] Step 000/061 Loss: 0.462 Recall: 0.500 FA: 59 F1: 0.155844
07/10 01:33:06 PM | [185  59   6   6]
07/10 01:33:11 PM | Valid: [  1/600] Final Recall 60.6818% FA 1363 F1: 25.7971%
07/10 01:33:11 PM | [5627 1363  173  267]
07/10 01:33:11 PM | Valid: Time Spent: 5.289035s
07/10 01:33:11 PM | [0.2579710144927536]
07/10 01:33:17 PM | Model size = 1.266 MB
07/10 01:33:17 PM | Epoch 0 LR 0.05
07/10 01:33:19 PM | Train: [  1/600] Step 000/071 Loss: 0.989 Recall: 0.636 FA: 89 F1: 0.550820
07/10 01:33:19 PM | [35 89 48 84]
07/10 01:33:34 PM | Train: [  1/600] Step 050/071 Loss: 0.515 Recall: 0.782 FA: 5 F1: 0.859504
07/10 01:33:34 PM | [118   5  29 104]
07/10 01:33:40 PM | Train: [  1/600] Step 071/071 Loss: 0.475 Recall: 0.909 FA: 6 F1: 0.833333
07/10 01:33:40 PM | [21  6  2 20]
07/10 01:33:41 PM | Train: [  1/600] Final Recall 86.1130% FA 1487 F1: 84.9885%
07/10 01:33:41 PM | [7744 1487 1249 7745]
07/10 01:33:41 PM | Valid: [  1/600] Step 000/061 Loss: 0.369 Recall: 0.789 FA: 42 F1: 0.394737
07/10 01:33:41 PM | [195  42   4  15]
07/10 01:33:44 PM | Valid: [  1/600] Final Recall 78.6275% FA 1111 F1: 39.6637%
07/10 01:33:44 PM | [6059 1111  109  401]
07/10 01:33:44 PM | Valid: Time Spent: 3.442998s
07/10 01:33:44 PM | [0.39663699307616224]
07/10 01:33:53 PM | Model size = 1.183 MB
07/10 01:33:53 PM | Epoch 0 LR 0.05
07/10 01:33:54 PM | Train: [  1/600] Step 000/071 Loss: 1.176 Recall: 0.472 FA: 68 F1: 0.485714
07/10 01:33:54 PM | [44 68 76 68]
07/10 01:34:10 PM | Train: [  1/600] Step 050/071 Loss: 0.621 Recall: 0.752 FA: 3 F1: 0.847162
07/10 01:34:10 PM | [124   3  32  97]
07/10 01:34:16 PM | Train: [  1/600] Step 071/071 Loss: 0.578 Recall: 0.867 FA: 0 F1: 0.928571
07/10 01:34:16 PM | [19  0  4 26]
07/10 01:34:16 PM | Train: [  1/600] Final Recall 82.7834% FA 1583 F1: 82.6784%
07/10 01:34:16 PM | [7581 1583 1560 7501]
07/10 01:34:16 PM | Valid: [  1/600] Step 000/061 Loss: 0.235 Recall: 0.500 FA: 17 F1: 0.342857
07/10 01:34:16 PM | [227  17   6   6]
07/10 01:34:21 PM | Valid: [  1/600] Final Recall 57.9568% FA 543 F1: 43.8010%
07/10 01:34:21 PM | [6378  543  214  295]
07/10 01:34:21 PM | Valid: Time Spent: 4.923414s
07/10 01:34:21 PM | [0.4380103934669636]
07/10 01:34:28 PM | Model size = 1.369 MB
07/10 01:34:28 PM | Epoch 0 LR 0.05
07/10 01:34:30 PM | Train: [  1/600] Step 000/071 Loss: 1.065 Recall: 0.477 FA: 82 F1: 0.454874
07/10 01:34:30 PM | [42 82 69 63]
07/10 01:34:46 PM | Train: [  1/600] Step 050/071 Loss: 0.533 Recall: 0.947 FA: 15 F1: 0.919118
07/10 01:34:46 PM | [109  15   7 125]
07/10 01:34:53 PM | Train: [  1/600] Step 071/071 Loss: 0.499 Recall: 0.750 FA: 4 F1: 0.769231
07/10 01:34:53 PM | [25  4  5 15]
07/10 01:34:53 PM | Train: [  1/600] Final Recall 85.5336% FA 1530 F1: 84.5338%
07/10 01:34:53 PM | [7605 1530 1315 7775]
07/10 01:34:53 PM | Valid: [  1/600] Step 000/061 Loss: 0.246 Recall: 0.667 FA: 23 F1: 0.452830
07/10 01:34:53 PM | [215  23   6  12]
07/10 01:34:57 PM | Valid: [  1/600] Final Recall 69.4093% FA 801 F1: 41.0224%
07/10 01:34:57 PM | [6405  801  145  329]
07/10 01:34:57 PM | Valid: Time Spent: 3.625959s
07/10 01:34:57 PM | [0.4102244389027431]
07/10 01:35:04 PM | Model size = 1.442 MB
07/10 01:35:04 PM | Epoch 0 LR 0.05
07/10 01:35:05 PM | Train: [  1/600] Step 000/071 Loss: 0.982 Recall: 0.493 FA: 57 F1: 0.513619
07/10 01:35:05 PM | [65 57 68 66]
07/10 01:35:24 PM | Train: [  1/600] Step 050/071 Loss: 0.517 Recall: 0.963 FA: 19 F1: 0.901288
07/10 01:35:24 PM | [128  19   4 105]
