07/10 04:41:36 AM | 
07/10 05:12:02 AM | Epoch 0 LR 0.05
07/10 05:12:03 AM | Train: [  1/600] Step 000/071 Loss: 1.002 Recall: 0.598 FA: 77 F1: 0.548611
07/10 05:12:03 AM | [47 77 53 79]
07/10 05:12:26 AM | Train: [  1/600] Step 050/071 Loss: 0.520 Recall: 0.949 FA: 22 F1: 0.888889
07/10 05:12:26 AM | [116  22   6 112]
07/10 05:12:36 AM | Train: [  1/600] Step 071/071 Loss: 0.484 Recall: 0.806 FA: 2 F1: 0.862069
07/10 05:12:36 AM | [16  2  6 25]
07/10 05:12:36 AM | Train: [  1/600] Final Recall 85.9149% FA 1461 F1: 85.1410%
07/10 05:12:36 AM | [7577 1461 1294 7893]
07/10 05:12:36 AM | Valid: [  1/600] Step 000/061 Loss: 0.282 Recall: 0.643 FA: 38 F1: 0.295082
07/10 05:12:36 AM | [204  38   5   9]
07/10 05:12:41 AM | Valid: [  1/600] Final Recall 82.5996% FA 1013 F1: 41.8259%
07/10 05:12:41 AM | [5940 1013   83  394]
07/10 05:12:41 AM | Valid: Time Spent: 5.505032s
07/10 05:12:41 AM | [0.4182590233545648]
07/10 05:12:43 AM | Model size = 1.244 MB
07/10 05:12:43 AM | Epoch 0 LR 0.05
07/10 05:12:44 AM | Train: [  1/600] Step 000/071 Loss: 1.081 Recall: 0.431 FA: 54 F1: 0.466667
07/10 05:12:44 AM | [72 54 74 56]
07/10 05:13:01 AM | Train: [  1/600] Step 050/071 Loss: 0.594 Recall: 0.795 FA: 13 F1: 0.840000
07/10 05:13:01 AM | [111  13  27 105]
07/10 05:13:08 AM | Train: [  1/600] Step 071/071 Loss: 0.532 Recall: 1.000 FA: 3 F1: 0.947368
07/10 05:13:08 AM | [19  3  0 27]
07/10 05:13:08 AM | Train: [  1/600] Final Recall 84.6103% FA 1489 F1: 84.2277%
07/10 05:13:08 AM | [7600 1489 1406 7730]
07/10 05:13:09 AM | Valid: [  1/600] Step 000/061 Loss: 0.533 Recall: 1.000 FA: 65 F1: 0.403670
07/10 05:13:09 AM | [169  65   0  22]
07/10 05:13:12 AM | Valid: [  1/600] Final Recall 98.0645% FA 2719 F1: 25.0549%
07/10 05:13:12 AM | [4496 2719    9  456]
07/10 05:13:12 AM | Valid: Time Spent: 3.769475s
07/10 05:13:12 AM | [0.25054945054945055]
07/10 05:13:14 AM | Model size = 1.444 MB
07/10 05:13:14 AM | Epoch 0 LR 0.05
07/10 05:13:15 AM | Train: [  1/600] Step 000/071 Loss: 1.043 Recall: 0.312 FA: 88 F1: 0.309524
07/10 05:13:15 AM | [43 88 86 39]
07/10 05:13:35 AM | Train: [  1/600] Step 050/071 Loss: 0.540 Recall: 0.887 FA: 19 F1: 0.864407
07/10 05:13:35 AM | [122  19  13 102]
07/10 05:13:43 AM | Train: [  1/600] Step 071/071 Loss: 0.506 Recall: 0.852 FA: 4 F1: 0.851852
07/10 05:13:43 AM | [18  4  4 23]
07/10 05:13:43 AM | Train: [  1/600] Final Recall 85.4547% FA 1554 F1: 84.3725%
07/10 05:13:43 AM | [7589 1554 1321 7761]
07/10 05:13:44 AM | Valid: [  1/600] Step 000/061 Loss: 0.229 Recall: 0.000 FA: 8 F1: 0.000000
07/10 05:13:44 AM | [231   8  17   0]
07/10 05:13:49 AM | Valid: [  1/600] Final Recall 1.8256% FA 202 F1: 2.5568%
07/10 05:13:49 AM | [6735  202  484    9]
07/10 05:13:49 AM | Valid: Time Spent: 5.140947s
07/10 05:13:49 AM | [0.025568181818181816]
07/10 05:13:51 AM | Model size = 1.403 MB
07/10 05:13:51 AM | Epoch 0 LR 0.05
07/10 05:13:52 AM | Train: [  1/600] Step 000/071 Loss: 1.011 Recall: 0.542 FA: 49 F1: 0.554113
07/10 05:13:52 AM | [89 49 54 64]
07/10 05:14:12 AM | Train: [  1/600] Step 050/071 Loss: 0.531 Recall: 0.873 FA: 30 F1: 0.832740
07/10 05:14:12 AM | [ 92  30  17 117]
07/10 05:14:20 AM | Train: [  1/600] Step 071/071 Loss: 0.500 Recall: 0.696 FA: 6 F1: 0.711111
07/10 05:14:20 AM | [20  6  7 16]
07/10 05:14:20 AM | Train: [  1/600] Final Recall 85.8533% FA 1463 F1: 85.1397%
07/10 05:14:20 AM | [7516 1463 1308 7938]
07/10 05:14:20 AM | Valid: [  1/600] Step 000/061 Loss: 0.909 Recall: 0.812 FA: 77 F1: 0.245283
07/10 05:14:20 AM | [163  77   3  13]
07/10 05:14:24 AM | Valid: [  1/600] Final Recall 87.2000% FA 2279 F1: 27.1229%
07/10 05:14:24 AM | [4901 2279   64  436]
07/10 05:14:24 AM | Valid: Time Spent: 4.209689s
07/10 05:14:24 AM | [0.2712286158631415]
07/10 05:14:26 AM | Model size = 1.509 MB
07/10 05:14:26 AM | Epoch 0 LR 0.05
07/10 05:14:28 AM | Train: [  1/600] Step 000/071 Loss: 0.967 Recall: 0.664 FA: 43 F1: 0.666667
07/10 05:14:28 AM | [82 43 44 87]
07/10 05:14:49 AM | Train: [  1/600] Step 050/071 Loss: 0.560 Recall: 0.866 FA: 16 F1: 0.862222
07/10 05:14:49 AM | [128  16  15  97]
07/10 05:14:57 AM | Train: [  1/600] Step 071/071 Loss: 0.514 Recall: 0.800 FA: 5 F1: 0.780488
07/10 05:14:57 AM | [24  5  4 16]
07/10 05:14:57 AM | Train: [  1/600] Final Recall 86.5153% FA 1570 F1: 84.9960%
07/10 05:14:57 AM | [7452 1570 1241 7962]
07/10 05:14:57 AM | Valid: [  1/600] Step 000/061 Loss: 0.378 Recall: 0.867 FA: 32 F1: 0.433333
07/10 05:14:57 AM | [209  32   2  13]
07/10 05:15:02 AM | Valid: [  1/600] Final Recall 81.0989% FA 1161 F1: 37.1788%
07/10 05:15:02 AM | [5814 1161   86  369]
07/10 05:15:02 AM | Valid: Time Spent: 5.083336s
07/10 05:15:02 AM | [0.3717884130982368]
07/10 05:15:04 AM | Model size = 1.337 MB
07/10 05:15:04 AM | Epoch 0 LR 0.05
07/10 05:15:05 AM | Train: [  1/600] Step 000/071 Loss: 0.971 Recall: 0.467 FA: 28 F1: 0.550725
07/10 05:15:05 AM | [106  28  65  57]
07/10 05:15:24 AM | Train: [  1/600] Step 050/071 Loss: 0.538 Recall: 0.801 FA: 6 F1: 0.868526
07/10 05:15:24 AM | [114   6  27 109]
07/10 05:15:32 AM | Train: [  1/600] Step 071/071 Loss: 0.502 Recall: 0.760 FA: 3 F1: 0.808511
07/10 05:15:32 AM | [21  3  6 19]
07/10 05:15:33 AM | Train: [  1/600] Final Recall 85.7239% FA 1413 F1: 85.0614%
07/10 05:15:33 AM | [7888 1413 1274 7650]
07/10 05:15:33 AM | Valid: [  1/600] Step 000/061 Loss: 0.570 Recall: 0.588 FA: 26 F1: 0.377358
07/10 05:15:33 AM | [213  26   7  10]
07/10 05:15:38 AM | Valid: [  1/600] Final Recall 70.8333% FA 866 F1: 41.3434%
07/10 05:15:38 AM | [6310  866  147  357]
07/10 05:15:38 AM | Valid: Time Spent: 5.759490s
07/10 05:15:38 AM | [0.4134337000579039]
07/10 05:15:42 AM | Model size = 1.370 MB
07/10 05:15:42 AM | Epoch 0 LR 0.05
07/10 05:15:43 AM | Train: [  1/600] Step 000/071 Loss: 0.981 Recall: 0.612 FA: 69 F1: 0.575439
07/10 05:15:43 AM | [53 69 52 82]
07/10 05:16:02 AM | Train: [  1/600] Step 050/071 Loss: 0.572 Recall: 0.829 FA: 15 F1: 0.847162
07/10 05:16:02 AM | [124  15  20  97]
07/10 05:16:11 AM | Train: [  1/600] Step 071/071 Loss: 0.522 Recall: 0.963 FA: 2 F1: 0.945455
07/10 05:16:11 AM | [20  2  1 26]
07/10 05:16:11 AM | Train: [  1/600] Final Recall 85.7174% FA 1671 F1: 84.0054%
07/10 05:16:11 AM | [7452 1671 1300 7802]
07/10 05:16:11 AM | Valid: [  1/600] Step 000/061 Loss: 0.554 Recall: 0.529 FA: 41 F1: 0.268657
07/10 05:16:11 AM | [198  41   8   9]
07/10 05:16:16 AM | Valid: [  1/600] Final Recall 68.8559% FA 974 F1: 36.7024%
07/10 05:16:16 AM | [5984  974  147  325]
07/10 05:16:16 AM | Valid: Time Spent: 5.415894s
07/10 05:16:16 AM | [0.36702428006775834]
07/10 05:16:18 AM | Model size = 1.302 MB
07/10 05:16:18 AM | Epoch 0 LR 0.05
07/10 05:16:19 AM | Train: [  1/600] Step 000/071 Loss: 0.967 Recall: 0.535 FA: 31 F1: 0.602620
07/10 05:16:19 AM | [96 31 60 69]
07/10 05:16:38 AM | Train: [  1/600] Step 050/071 Loss: 0.575 Recall: 0.849 FA: 7 F1: 0.893939
07/10 05:16:38 AM | [110   7  21 118]
07/10 05:16:46 AM | Train: [  1/600] Step 071/071 Loss: 0.563 Recall: 0.767 FA: 6 F1: 0.779661
07/10 05:16:46 AM | [13  6  7 23]
07/10 05:16:46 AM | Train: [  1/600] Final Recall 84.5655% FA 1559 F1: 83.8460%
07/10 05:16:46 AM | [7576 1559 1403 7687]
07/10 05:16:47 AM | Valid: [  1/600] Step 000/061 Loss: 1.251 Recall: 1.000 FA: 91 F1: 0.345324
07/10 05:16:47 AM | [141  91   0  24]
07/10 05:16:52 AM | Valid: [  1/600] Final Recall 98.4816% FA 3211 F1: 22.0068%
07/10 05:16:52 AM | [4008 3211    7  454]
07/10 05:16:52 AM | Valid: Time Spent: 5.836568s
07/10 05:16:52 AM | [0.2200678623364033]
07/10 05:16:54 AM | Model size = 1.345 MB
07/10 05:16:54 AM | Epoch 0 LR 0.05
07/10 05:16:56 AM | Train: [  1/600] Step 000/071 Loss: 0.978 Recall: 0.535 FA: 57 F1: 0.552727
07/10 05:16:56 AM | [57 57 66 76]
07/10 05:17:14 AM | Train: [  1/600] Step 050/071 Loss: 0.571 Recall: 0.854 FA: 7 F1: 0.897810
07/10 05:17:14 AM | [105   7  21 123]
07/10 05:17:22 AM | Train: [  1/600] Step 071/071 Loss: 0.526 Recall: 0.885 FA: 3 F1: 0.884615
07/10 05:17:22 AM | [20  3  3 23]
07/10 05:17:22 AM | Train: [  1/600] Final Recall 84.8830% FA 1583 F1: 83.8917%
07/10 05:17:22 AM | [7586 1583 1369 7687]
07/10 05:17:22 AM | Valid: [  1/600] Step 000/061 Loss: 0.199 Recall: 0.211 FA: 4 F1: 0.296296
07/10 05:17:22 AM | [233   4  15   4]
07/10 05:17:27 AM | Valid: [  1/600] Final Recall 18.5039% FA 159 F1: 24.7043%
07/10 05:17:27 AM | [6763  159  414   94]
07/10 05:17:27 AM | Valid: Time Spent: 4.987045s
07/10 05:17:27 AM | [0.24704336399474378]
07/10 05:17:30 AM | Model size = 1.377 MB
07/10 05:17:30 AM | Epoch 0 LR 0.05
07/10 05:17:32 AM | Train: [  1/600] Step 000/071 Loss: 1.065 Recall: 0.349 FA: 64 F1: 0.376068
07/10 05:17:32 AM | [66 64 82 44]
07/10 05:17:51 AM | Train: [  1/600] Step 050/071 Loss: 0.600 Recall: 0.897 FA: 23 F1: 0.857143
07/10 05:17:51 AM | [116  23  12 105]
07/10 05:17:58 AM | Train: [  1/600] Step 071/071 Loss: 0.550 Recall: 0.842 FA: 8 F1: 0.744186
07/10 05:17:58 AM | [22  8  3 16]
07/10 05:17:58 AM | Train: [  1/600] Final Recall 83.9169% FA 1704 F1: 82.7830%
07/10 05:17:58 AM | [7468 1704 1456 7597]
07/10 05:17:58 AM | Valid: [  1/600] Step 000/061 Loss: 0.782 Recall: 0.176 FA: 29 F1: 0.122449
07/10 05:17:58 AM | [210  29  14   3]
07/10 05:18:02 AM | Valid: [  1/600] Final Recall 27.5335% FA 719 F1: 20.7792%
07/10 05:18:02 AM | [6438  719  379  144]
07/10 05:18:02 AM | Valid: Time Spent: 4.155829s
07/10 05:18:02 AM | [0.20779220779220778]
07/10 05:18:04 AM | Model size = 1.443 MB
07/10 05:18:04 AM | Epoch 0 LR 0.05
07/10 05:18:05 AM | Train: [  1/600] Step 000/071 Loss: 1.070 Recall: 0.547 FA: 108 F1: 0.457516
07/10 05:18:05 AM | [ 20 108  58  70]
07/10 05:18:26 AM | Train: [  1/600] Step 050/071 Loss: 0.519 Recall: 0.932 FA: 10 F1: 0.931973
07/10 05:18:26 AM | [ 99  10  10 137]
07/10 05:18:35 AM | Train: [  1/600] Step 071/071 Loss: 0.480 Recall: 0.920 FA: 3 F1: 0.901961
07/10 05:18:35 AM | [21  3  2 23]
07/10 05:18:35 AM | Train: [  1/600] Final Recall 85.2928% FA 1486 F1: 84.6707%
07/10 05:18:35 AM | [7553 1486 1351 7835]
07/10 05:18:35 AM | Valid: [  1/600] Step 000/061 Loss: 0.400 Recall: 0.800 FA: 56 F1: 0.216216
07/10 05:18:35 AM | [190  56   2   8]
07/10 05:18:40 AM | Valid: [  1/600] Final Recall 77.3756% FA 1938 F1: 25.1286%
07/10 05:18:40 AM | [5050 1938  100  342]
07/10 05:18:40 AM | Valid: Time Spent: 5.383462s
07/10 05:18:40 AM | [0.25128581925055105]
07/10 05:18:44 AM | Model size = 1.295 MB
07/10 05:18:44 AM | Epoch 0 LR 0.05
07/10 05:18:45 AM | Train: [  1/600] Step 000/071 Loss: 0.913 Recall: 0.638 FA: 35 F1: 0.669355
07/10 05:18:45 AM | [91 35 47 83]
07/10 05:19:05 AM | Train: [  1/600] Step 050/071 Loss: 0.584 Recall: 0.858 FA: 11 F1: 0.884615
07/10 05:19:05 AM | [111  11  19 115]
07/10 05:19:12 AM | Train: [  1/600] Step 071/071 Loss: 0.547 Recall: 0.913 FA: 4 F1: 0.875000
07/10 05:19:12 AM | [22  4  2 21]
07/10 05:19:12 AM | Train: [  1/600] Final Recall 85.8009% FA 1663 F1: 84.2016%
07/10 05:19:12 AM | [7322 1663 1312 7928]
07/10 05:19:12 AM | Valid: [  1/600] Step 000/061 Loss: 0.398 Recall: 1.000 FA: 66 F1: 0.250000
07/10 05:19:12 AM | [179  66   0  11]
07/10 05:19:16 AM | Valid: [  1/600] Final Recall 94.1650% FA 1925 F1: 32.3875%
07/10 05:19:16 AM | [5258 1925   29  468]
07/10 05:19:16 AM | Valid: Time Spent: 3.982271s
07/10 05:19:16 AM | [0.3238754325259516]
07/10 05:19:18 AM | Model size = 1.232 MB
07/10 05:19:18 AM | Epoch 0 LR 0.05
07/10 05:19:19 AM | Train: [  1/600] Step 000/071 Loss: 1.026 Recall: 0.590 FA: 68 F1: 0.562278
07/10 05:19:19 AM | [54 68 55 79]
07/10 05:19:35 AM | Train: [  1/600] Step 050/071 Loss: 0.625 Recall: 0.806 FA: 5 F1: 0.873950
07/10 05:19:35 AM | [122   5  25 104]
07/10 05:19:41 AM | Train: [  1/600] Step 071/071 Loss: 0.561 Recall: 1.000 FA: 7 F1: 0.857143
07/10 05:19:41 AM | [21  7  0 21]
07/10 05:19:42 AM | Train: [  1/600] Final Recall 83.3150% FA 1597 F1: 82.9453%
07/10 05:19:42 AM | [7542 1597 1516 7570]
07/10 05:19:42 AM | Valid: [  1/600] Step 000/061 Loss: 0.299 Recall: 0.000 FA: 4 F1: 0.000000
07/10 05:19:42 AM | [236   4  16   0]
07/10 05:19:45 AM | Valid: [  1/600] Final Recall 6.1053% FA 41 F1: 10.6422%
07/10 05:19:45 AM | [6914   41  446   29]
07/10 05:19:45 AM | Valid: Time Spent: 3.498015s
07/10 05:19:45 AM | [0.10642201834862385]
07/10 05:19:47 AM | Model size = 1.481 MB
07/10 05:19:47 AM | Epoch 0 LR 0.05
07/10 05:19:48 AM | Train: [  1/600] Step 000/071 Loss: 0.929 Recall: 0.656 FA: 40 F1: 0.661157
07/10 05:19:48 AM | [94 40 42 80]
07/10 05:20:11 AM | Train: [  1/600] Step 050/071 Loss: 0.530 Recall: 0.895 FA: 21 F1: 0.871795
07/10 05:20:11 AM | [102  21  14 119]
07/10 05:20:20 AM | Train: [  1/600] Step 071/071 Loss: 0.488 Recall: 1.000 FA: 6 F1: 0.880000
07/10 05:20:20 AM | [21  6  0 22]
07/10 05:20:20 AM | Train: [  1/600] Final Recall 85.3488% FA 1387 F1: 85.0177%
07/10 05:20:20 AM | [7849 1387 1317 7672]
07/10 05:20:21 AM | Valid: [  1/600] Step 000/061 Loss: 0.263 Recall: 0.786 FA: 28 F1: 0.415094
07/10 05:20:21 AM | [214  28   3  11]
07/10 05:20:25 AM | Valid: [  1/600] Final Recall 68.3468% FA 664 F1: 45.2302%
07/10 05:20:25 AM | [6520  664  157  339]
07/10 05:20:25 AM | Valid: Time Spent: 5.600967s
07/10 05:20:25 AM | [0.4523015343562375]
07/10 05:20:29 AM | Model size = 1.523 MB
07/10 05:20:29 AM | Epoch 0 LR 0.05
07/10 05:20:31 AM | Train: [  1/600] Step 000/071 Loss: 0.964 Recall: 0.550 FA: 31 F1: 0.615385
07/10 05:20:31 AM | [94 31 59 72]
07/10 05:20:51 AM | Train: [  1/600] Step 050/071 Loss: 0.559 Recall: 0.792 FA: 8 F1: 0.853448
07/10 05:20:51 AM | [123   8  26  99]
07/10 05:20:59 AM | Train: [  1/600] Step 071/071 Loss: 0.526 Recall: 0.960 FA: 5 F1: 0.888889
07/10 05:20:59 AM | [19  5  1 24]
07/10 05:20:59 AM | Train: [  1/600] Final Recall 84.6044% FA 1586 F1: 83.7427%
07/10 05:20:59 AM | [7552 1586 1399 7688]
07/10 05:20:59 AM | Valid: [  1/600] Step 000/061 Loss: 0.364 Recall: 0.571 FA: 30 F1: 0.307692
07/10 05:20:59 AM | [212  30   6   8]
07/10 05:21:04 AM | Valid: [  1/600] Final Recall 68.8391% FA 891 F1: 39.3023%
07/10 05:21:04 AM | [6298  891  153  338]
07/10 05:21:04 AM | Valid: Time Spent: 4.424015s
07/10 05:21:04 AM | [0.39302325581395353]
07/10 05:21:06 AM | Model size = 1.466 MB
07/10 05:21:06 AM | Epoch 0 LR 0.05
07/10 05:21:07 AM | Train: [  1/600] Step 000/071 Loss: 0.997 Recall: 0.496 FA: 70 F1: 0.482490
07/10 05:21:07 AM | [61 70 63 62]
07/10 05:21:28 AM | Train: [  1/600] Step 050/071 Loss: 0.585 Recall: 0.886 FA: 13 F1: 0.893130
07/10 05:21:28 AM | [111  13  15 117]
07/10 05:21:37 AM | Train: [  1/600] Step 071/071 Loss: 0.525 Recall: 0.947 FA: 7 F1: 0.818182
07/10 05:21:37 AM | [23  7  1 18]
07/10 05:21:37 AM | Train: [  1/600] Final Recall 84.4481% FA 1555 F1: 83.8779%
07/10 05:21:37 AM | [7475 1555 1430 7765]
07/10 05:21:37 AM | Valid: [  1/600] Step 000/061 Loss: 0.240 Recall: 0.357 FA: 19 F1: 0.263158
07/10 05:21:37 AM | [223  19   9   5]
07/10 05:21:42 AM | Valid: [  1/600] Final Recall 38.2046% FA 510 F1: 31.2287%
07/10 05:21:42 AM | [6441  510  296  183]
07/10 05:21:42 AM | Valid: Time Spent: 5.450693s
07/10 05:21:42 AM | [0.3122866894197952]
07/10 05:21:44 AM | Model size = 1.321 MB
07/10 05:21:44 AM | Epoch 0 LR 0.05
07/10 05:21:45 AM | Train: [  1/600] Step 000/071 Loss: 0.957 Recall: 0.654 FA: 52 F1: 0.636704
07/10 05:21:45 AM | [74 52 45 85]
07/10 05:22:01 AM | Train: [  1/600] Step 050/071 Loss: 0.615 Recall: 0.891 FA: 16 F1: 0.879668
07/10 05:22:01 AM | [121  16  13 106]
07/10 05:22:08 AM | Train: [  1/600] Step 071/071 Loss: 0.547 Recall: 0.870 FA: 2 F1: 0.888889
07/10 05:22:08 AM | [24  2  3 20]
07/10 05:22:08 AM | Train: [  1/600] Final Recall 84.3613% FA 1553 F1: 83.7729%
07/10 05:22:08 AM | [7560 1553 1425 7687]
07/10 05:22:08 AM | Valid: [  1/600] Step 000/061 Loss: 0.359 Recall: 0.737 FA: 26 F1: 0.474576
07/10 05:22:08 AM | [211  26   5  14]
07/10 05:22:11 AM | Valid: [  1/600] Final Recall 70.4312% FA 767 F1: 42.9555%
07/10 05:22:11 AM | [6426  767  144  343]
07/10 05:22:11 AM | Valid: Time Spent: 3.610506s
07/10 05:22:11 AM | [0.4295554164057608]
07/10 05:22:13 AM | Model size = 1.310 MB
07/10 05:22:13 AM | Epoch 0 LR 0.05
07/10 05:22:14 AM | Train: [  1/600] Step 000/071 Loss: 0.943 Recall: 0.664 FA: 71 F1: 0.598592
07/10 05:22:14 AM | [57 71 43 85]
07/10 05:22:31 AM | Train: [  1/600] Step 050/071 Loss: 0.618 Recall: 0.794 FA: 4 F1: 0.870293
07/10 05:22:31 AM | [121   4  27 104]
07/10 05:22:38 AM | Train: [  1/600] Step 071/071 Loss: 0.565 Recall: 0.833 FA: 3 F1: 0.851064
07/10 05:22:38 AM | [22  3  4 20]
07/10 05:22:38 AM | Train: [  1/600] Final Recall 83.2929% FA 1677 F1: 82.5504%
07/10 05:22:38 AM | [7486 1677 1514 7548]
07/10 05:22:38 AM | Valid: [  1/600] Step 000/061 Loss: 0.617 Recall: 0.647 FA: 24 F1: 0.423077
07/10 05:22:38 AM | [215  24   6  11]
07/10 05:22:43 AM | Valid: [  1/600] Final Recall 62.8998% FA 856 F1: 36.4198%
07/10 05:22:43 AM | [6105  856  174  295]
07/10 05:22:43 AM | Valid: Time Spent: 4.512112s
07/10 05:22:43 AM | [0.36419753086419754]
07/10 05:22:45 AM | Model size = 1.291 MB
07/10 05:22:45 AM | Epoch 0 LR 0.05
07/10 05:22:46 AM | Train: [  1/600] Step 000/071 Loss: 0.959 Recall: 0.694 FA: 44 F1: 0.677165
07/10 05:22:46 AM | [88 44 38 86]
07/10 05:23:04 AM | Train: [  1/600] Step 050/071 Loss: 0.539 Recall: 0.846 FA: 6 F1: 0.894309
07/10 05:23:04 AM | [120   6  20 110]
07/10 05:23:12 AM | Train: [  1/600] Step 071/071 Loss: 0.507 Recall: 0.852 FA: 1 F1: 0.901961
07/10 05:23:12 AM | [21  1  4 23]
07/10 05:23:12 AM | Train: [  1/600] Final Recall 85.7925% FA 1365 F1: 85.4790%
07/10 05:23:12 AM | [7724 1365 1298 7838]
07/10 05:23:12 AM | Valid: [  1/600] Step 000/061 Loss: 0.133 Recall: 0.250 FA: 5 F1: 0.320000
07/10 05:23:12 AM | [235   5  12   4]
07/10 05:23:16 AM | Valid: [  1/600] Final Recall 18.1818% FA 143 F1: 24.7253%
07/10 05:23:16 AM | [7042  143  405   90]
07/10 05:23:16 AM | Valid: Time Spent: 4.013897s
07/10 05:23:16 AM | [0.24725274725274726]
07/10 05:23:18 AM | Model size = 1.243 MB
07/10 05:23:18 AM | Epoch 0 LR 0.05
07/10 05:23:19 AM | Train: [  1/600] Step 000/071 Loss: 0.933 Recall: 0.598 FA: 38 F1: 0.634538
07/10 05:23:19 AM | [86 38 53 79]
07/10 05:23:35 AM | Train: [  1/600] Step 050/071 Loss: 0.590 Recall: 0.970 FA: 47 F1: 0.833876
07/10 05:23:35 AM | [ 77  47   4 128]
07/10 05:23:42 AM | Train: [  1/600] Step 071/071 Loss: 0.551 Recall: 0.900 FA: 6 F1: 0.818182
07/10 05:23:42 AM | [23  6  2 18]
07/10 05:23:42 AM | Train: [  1/600] Final Recall 84.8765% FA 1517 F1: 84.2036%
07/10 05:23:42 AM | [7636 1517 1372 7700]
07/10 05:23:42 AM | Valid: [  1/600] Step 000/061 Loss: 0.300 Recall: 0.722 FA: 21 F1: 0.500000
07/10 05:23:42 AM | [217  21   5  13]
07/10 05:23:47 AM | Valid: [  1/600] Final Recall 57.1730% FA 517 F1: 42.9477%
07/10 05:23:47 AM | [6439  517  203  271]
07/10 05:23:47 AM | Valid: Time Spent: 4.857734s
07/10 05:23:47 AM | [0.4294770206022187]
07/10 05:23:49 AM | Model size = 1.263 MB
07/10 05:23:49 AM | Epoch 0 LR 0.05
07/10 05:23:50 AM | Train: [  1/600] Step 000/071 Loss: 1.100 Recall: 0.363 FA: 69 F1: 0.387352
07/10 05:23:50 AM | [52 69 86 49]
07/10 05:24:07 AM | Train: [  1/600] Step 050/071 Loss: 0.594 Recall: 0.822 FA: 6 F1: 0.877828
07/10 05:24:07 AM | [132   6  21  97]
07/10 05:24:15 AM | Train: [  1/600] Step 071/071 Loss: 0.569 Recall: 0.792 FA: 2 F1: 0.844444
07/10 05:24:15 AM | [23  2  5 19]
07/10 05:24:15 AM | Train: [  1/600] Final Recall 82.4904% FA 1598 F1: 82.4495%
07/10 05:24:15 AM | [7552 1598 1589 7486]
07/10 05:24:15 AM | Valid: [  1/600] Step 000/061 Loss: 0.912 Recall: 0.846 FA: 43 F1: 0.328358
07/10 05:24:15 AM | [200  43   2  11]
07/10 05:24:19 AM | Valid: [  1/600] Final Recall 83.2685% FA 1417 F1: 36.2866%
07/10 05:24:19 AM | [5749 1417   86  428]
07/10 05:24:19 AM | Valid: Time Spent: 4.344010s
07/10 05:24:19 AM | [0.3628656210258584]
07/10 05:24:21 AM | Model size = 1.472 MB
07/10 05:24:21 AM | Epoch 0 LR 0.05
07/10 05:24:22 AM | Train: [  1/600] Step 000/071 Loss: 1.017 Recall: 0.524 FA: 60 F1: 0.522088
07/10 05:24:22 AM | [72 60 59 65]
07/10 05:24:44 AM | Train: [  1/600] Step 050/071 Loss: 0.567 Recall: 0.846 FA: 18 F1: 0.858156
07/10 05:24:44 AM | [ 95  18  22 121]
07/10 05:24:53 AM | Train: [  1/600] Step 071/071 Loss: 0.523 Recall: 1.000 FA: 4 F1: 0.916667
07/10 05:24:53 AM | [23  4  0 22]
07/10 05:24:53 AM | Train: [  1/600] Final Recall 85.4490% FA 1569 F1: 84.3138%
07/10 05:24:53 AM | [7557 1569 1324 7775]
07/10 05:24:53 AM | Valid: [  1/600] Step 000/061 Loss: 0.222 Recall: 0.600 FA: 17 F1: 0.439024
07/10 05:24:53 AM | [224  17   6   9]
07/10 05:24:58 AM | Valid: [  1/600] Final Recall 57.0231% FA 510 F1: 43.2089%
07/10 05:24:58 AM | [6443  510  205  272]
07/10 05:24:58 AM | Valid: Time Spent: 5.436394s
07/10 05:24:58 AM | [0.43208895949166004]
07/10 05:25:00 AM | Model size = 1.195 MB
07/10 05:25:00 AM | Epoch 0 LR 0.05
07/10 05:25:02 AM | Train: [  1/600] Step 000/071 Loss: 0.990 Recall: 0.628 FA: 36 F1: 0.664093
07/10 05:25:02 AM | [83 36 51 86]
07/10 05:25:18 AM | Train: [  1/600] Step 050/071 Loss: 0.779 Recall: 0.858 FA: 9 F1: 0.887931
07/10 05:25:18 AM | [127   9  17 103]
07/10 05:25:24 AM | Train: [  1/600] Step 071/071 Loss: 0.681 Recall: 0.852 FA: 7 F1: 0.807018
07/10 05:25:24 AM | [15  7  4 23]
07/10 05:25:25 AM | Train: [  1/600] Final Recall 81.9538% FA 1816 F1: 81.2503%
07/10 05:25:25 AM | [7227 1816 1657 7525]
07/10 05:25:25 AM | Valid: [  1/600] Step 000/061 Loss: 0.613 Recall: 0.667 FA: 32 F1: 0.350877
07/10 05:25:25 AM | [209  32   5  10]
07/10 05:25:28 AM | Valid: [  1/600] Final Recall 65.1992% FA 799 F1: 39.1934%
07/10 05:25:28 AM | [6404  799  166  311]
07/10 05:25:28 AM | Valid: Time Spent: 3.645170s
07/10 05:25:28 AM | [0.3919344675488343]
07/10 05:25:30 AM | Model size = 1.390 MB
07/10 05:25:30 AM | Epoch 0 LR 0.05
07/10 05:25:31 AM | Train: [  1/600] Step 000/071 Loss: 0.979 Recall: 0.470 FA: 36 F1: 0.540773
07/10 05:25:31 AM | [86 36 71 63]
07/10 05:25:49 AM | Train: [  1/600] Step 050/071 Loss: 0.518 Recall: 0.912 FA: 14 F1: 0.905109
07/10 05:25:49 AM | [106  14  12 124]
