07/10 12:48:38 AM | 
07/10 01:21:17 AM | [7606 1488 1303 7828]
07/10 01:21:17 AM | Valid: [  1/600] Step 000/061 Loss: 1.155 Recall: 0.714 FA: 41 F1: 0.307692
07/10 01:21:17 AM | [201  41   4  10]
07/10 01:21:23 AM | Valid: [  1/600] Final Recall 68.0346% FA 1008 F1: 35.2744%
07/10 01:21:23 AM | [5959 1008  148  315]
07/10 01:21:23 AM | Valid: Time Spent: 6.118689s
07/10 01:21:23 AM | [0.35274356103023513]
07/10 01:21:24 AM | Model size = 1.474 MB
07/10 01:21:24 AM | Epoch 0 LR 0.05
07/10 01:21:26 AM | Train: [  1/600] Step 000/071 Loss: 1.151 Recall: 0.350 FA: 59 F1: 0.382222
07/10 01:21:26 AM | [74 59 80 43]
07/10 01:21:47 AM | Train: [  1/600] Step 050/071 Loss: 0.604 Recall: 0.811 FA: 17 F1: 0.835938
07/10 01:21:47 AM | [107  17  25 107]
07/10 01:21:55 AM | Train: [  1/600] Step 071/071 Loss: 0.548 Recall: 0.773 FA: 5 F1: 0.772727
07/10 01:21:55 AM | [22  5  5 17]
07/10 01:21:55 AM | Train: [  1/600] Final Recall 84.9276% FA 1695 F1: 83.4582%
07/10 01:21:55 AM | [7414 1695 1374 7742]
07/10 01:21:55 AM | Valid: [  1/600] Step 000/061 Loss: 0.538 Recall: 0.895 FA: 52 F1: 0.386364
07/10 01:21:55 AM | [185  52   2  17]
07/10 01:21:59 AM | Valid: [  1/600] Final Recall 86.3366% FA 1630 F1: 33.9168%
07/10 01:21:59 AM | [5545 1630   69  436]
07/10 01:21:59 AM | Valid: Time Spent: 4.154933s
07/10 01:21:59 AM | [0.3391676390509529]
07/10 01:22:01 AM | Model size = 1.248 MB
07/10 01:22:01 AM | Epoch 0 LR 0.05
07/10 01:22:02 AM | Train: [  1/600] Step 000/071 Loss: 1.028 Recall: 0.455 FA: 61 F1: 0.466667
07/10 01:22:02 AM | [72 61 67 56]
07/10 01:22:19 AM | Train: [  1/600] Step 050/071 Loss: 0.583 Recall: 0.907 FA: 11 F1: 0.906780
07/10 01:22:19 AM | [127  11  11 107]
07/10 01:22:25 AM | Train: [  1/600] Step 071/071 Loss: 0.541 Recall: 0.828 FA: 1 F1: 0.888889
07/10 01:22:25 AM | [19  1  5 24]
07/10 01:22:25 AM | Train: [  1/600] Final Recall 84.1425% FA 1554 F1: 83.5379%
07/10 01:22:25 AM | [7691 1554 1424 7556]
07/10 01:22:26 AM | Valid: [  1/600] Step 000/061 Loss: 0.258 Recall: 0.100 FA: 3 F1: 0.160000
07/10 01:22:26 AM | [233   3  18   2]
07/10 01:22:30 AM | Valid: [  1/600] Final Recall 7.6923% FA 138 F1: 11.2150%
07/10 01:22:30 AM | [6824  138  432   36]
07/10 01:22:30 AM | Valid: Time Spent: 4.680490s
07/10 01:22:30 AM | [0.11214953271028036]
07/10 01:22:32 AM | Model size = 1.476 MB
07/10 01:22:32 AM | Epoch 0 LR 0.05
07/10 01:22:33 AM | Train: [  1/600] Step 000/071 Loss: 1.113 Recall: 0.411 FA: 89 F1: 0.391144
07/10 01:22:33 AM | [38 89 76 53]
07/10 01:22:52 AM | Train: [  1/600] Step 050/071 Loss: 0.539 Recall: 0.908 FA: 18 F1: 0.876106
07/10 01:22:52 AM | [129  18  10  99]
07/10 01:23:00 AM | Train: [  1/600] Step 071/071 Loss: 0.509 Recall: 0.633 FA: 1 F1: 0.760000
07/10 01:23:00 AM | [18  1 11 19]
07/10 01:23:01 AM | Train: [  1/600] Final Recall 85.9156% FA 1604 F1: 84.4053%
07/10 01:23:01 AM | [7540 1604 1279 7802]
07/10 01:23:01 AM | Valid: [  1/600] Step 000/061 Loss: 0.201 Recall: 0.706 FA: 16 F1: 0.533333
07/10 01:23:01 AM | [223  16   5  12]
07/10 01:23:05 AM | Valid: [  1/600] Final Recall 60.5210% FA 620 F1: 42.5053%
07/10 01:23:05 AM | [6561  620  197  302]
07/10 01:23:05 AM | Valid: Time Spent: 4.471941s
07/10 01:23:05 AM | [0.42505277973258265]
07/10 01:23:07 AM | Model size = 1.320 MB
07/10 01:23:07 AM | Epoch 0 LR 0.05
07/10 01:23:08 AM | Train: [  1/600] Step 000/071 Loss: 1.005 Recall: 0.428 FA: 65 F1: 0.455882
07/10 01:23:08 AM | [46 65 83 62]
07/10 01:23:26 AM | Train: [  1/600] Step 050/071 Loss: 0.525 Recall: 0.851 FA: 8 F1: 0.892193
07/10 01:23:26 AM | [107   8  21 120]
07/10 01:23:33 AM | Train: [  1/600] Step 071/071 Loss: 0.488 Recall: 0.759 FA: 2 F1: 0.830189
07/10 01:23:33 AM | [18  2  7 22]
07/10 01:23:34 AM | Train: [  1/600] Final Recall 86.8193% FA 1612 F1: 84.9891%
07/10 01:23:34 AM | [7395 1612 1215 8003]
07/10 01:23:34 AM | Valid: [  1/600] Step 000/061 Loss: 1.064 Recall: 1.000 FA: 80 F1: 0.230769
07/10 01:23:34 AM | [164  80   0  12]
07/10 01:23:39 AM | Valid: [  1/600] Final Recall 97.8587% FA 2422 F1: 27.3162%
07/10 01:23:39 AM | [4541 2422   10  457]
07/10 01:23:39 AM | Valid: Time Spent: 4.979978s
07/10 01:23:39 AM | [0.2731619844590556]
07/10 01:23:40 AM | Model size = 1.192 MB
07/10 01:23:40 AM | Epoch 0 LR 0.05
07/10 01:23:41 AM | Train: [  1/600] Step 000/071 Loss: 0.930 Recall: 0.568 FA: 45 F1: 0.595238
07/10 01:23:41 AM | [79 45 57 75]
07/10 01:23:59 AM | Train: [  1/600] Step 050/071 Loss: 0.599 Recall: 0.824 FA: 10 F1: 0.867470
07/10 01:23:59 AM | [115  10  23 108]
07/10 01:24:05 AM | Train: [  1/600] Step 071/071 Loss: 0.553 Recall: 0.842 FA: 9 F1: 0.727273
07/10 01:24:05 AM | [21  9  3 16]
07/10 01:24:05 AM | Train: [  1/600] Final Recall 83.8681% FA 1676 F1: 82.9461%
07/10 01:24:05 AM | [7418 1676 1473 7658]
07/10 01:24:05 AM | Valid: [  1/600] Step 000/061 Loss: 0.336 Recall: 0.929 FA: 33 F1: 0.433333
07/10 01:24:05 AM | [209  33   1  13]
07/10 01:24:10 AM | Valid: [  1/600] Final Recall 71.0579% FA 1235 F1: 34.0344%
07/10 01:24:10 AM | [5944 1235  145  356]
07/10 01:24:10 AM | Valid: Time Spent: 4.330984s
07/10 01:24:10 AM | [0.3403441682600382]
07/10 01:24:12 AM | Model size = 1.381 MB
07/10 01:24:12 AM | Epoch 0 LR 0.05
07/10 01:24:13 AM | Train: [  1/600] Step 000/071 Loss: 1.301 Recall: 0.271 FA: 101 F1: 0.264151
07/10 01:24:13 AM | [ 26 101  94  35]
07/10 01:24:31 AM | Train: [  1/600] Step 050/071 Loss: 0.579 Recall: 0.901 FA: 21 F1: 0.868526
07/10 01:24:31 AM | [114  21  12 109]
07/10 01:24:38 AM | Train: [  1/600] Step 071/071 Loss: 0.530 Recall: 0.893 FA: 2 F1: 0.909091
07/10 01:24:38 AM | [19  2  3 25]
07/10 01:24:38 AM | Train: [  1/600] Final Recall 84.5882% FA 1524 F1: 83.9947%
07/10 01:24:38 AM | [7643 1524 1396 7662]
07/10 01:24:38 AM | Valid: [  1/600] Step 000/061 Loss: 0.344 Recall: 0.769 FA: 45 F1: 0.294118
07/10 01:24:38 AM | [198  45   3  10]
07/10 01:24:43 AM | Valid: [  1/600] Final Recall 71.3974% FA 1099 F1: 34.7134%
07/10 01:24:43 AM | [5873 1099  131  327]
07/10 01:24:43 AM | Valid: Time Spent: 5.179575s
07/10 01:24:43 AM | [0.3471337579617834]
07/10 01:24:47 AM | Model size = 1.562 MB
07/10 01:24:47 AM | Epoch 0 LR 0.05
07/10 01:24:48 AM | Train: [  1/600] Step 000/071 Loss: 1.097 Recall: 0.311 FA: 45 F1: 0.368159
07/10 01:24:48 AM | [92 45 82 37]
07/10 01:25:13 AM | Train: [  1/600] Step 050/071 Loss: 0.615 Recall: 0.909 FA: 13 F1: 0.905660
07/10 01:25:13 AM | [111  13  12 120]
07/10 01:25:23 AM | Train: [  1/600] Step 071/071 Loss: 0.548 Recall: 0.875 FA: 5 F1: 0.840000
07/10 01:25:23 AM | [20  5  3 21]
07/10 01:25:23 AM | Train: [  1/600] Final Recall 84.6281% FA 1622 F1: 83.5933%
07/10 01:25:23 AM | [7515 1622 1397 7691]
07/10 01:25:23 AM | Valid: [  1/600] Step 000/061 Loss: 0.289 Recall: 0.619 FA: 25 F1: 0.440678
07/10 01:25:23 AM | [210  25   8  13]
07/10 01:25:30 AM | Valid: [  1/600] Final Recall 67.5048% FA 770 F1: 42.6650%
07/10 01:25:30 AM | [6393  770  168  349]
07/10 01:25:30 AM | Valid: Time Spent: 6.446544s
07/10 01:25:30 AM | [0.42665036674816625]
07/10 01:25:32 AM | Model size = 1.300 MB
07/10 01:25:33 AM | Epoch 0 LR 0.05
07/10 01:25:34 AM | Train: [  1/600] Step 000/071 Loss: 1.017 Recall: 0.458 FA: 61 F1: 0.466102
07/10 01:25:34 AM | [75 61 65 55]
07/10 01:25:52 AM | Train: [  1/600] Step 050/071 Loss: 0.550 Recall: 0.930 FA: 30 F1: 0.859206
07/10 01:25:52 AM | [ 98  30   9 119]
07/10 01:25:58 AM | Train: [  1/600] Step 071/071 Loss: 0.504 Recall: 0.867 FA: 1 F1: 0.912281
07/10 01:25:58 AM | [18  1  4 26]
07/10 01:25:58 AM | Train: [  1/600] Final Recall 86.4183% FA 1583 F1: 84.7780%
07/10 01:25:58 AM | [7571 1583 1232 7839]
07/10 01:25:59 AM | Valid: [  1/600] Step 000/061 Loss: 0.473 Recall: 0.789 FA: 57 F1: 0.329670
07/10 01:25:59 AM | [180  57   4  15]
07/10 01:26:04 AM | Valid: [  1/600] Final Recall 85.0427% FA 1631 F1: 31.8783%
07/10 01:26:04 AM | [5331 1631   70  398]
07/10 01:26:04 AM | Valid: Time Spent: 5.247367s
07/10 01:26:04 AM | [0.3187825390468562]
07/10 01:26:06 AM | Model size = 1.363 MB
07/10 01:26:06 AM | Epoch 0 LR 0.05
07/10 01:26:07 AM | Train: [  1/600] Step 000/071 Loss: 0.978 Recall: 0.545 FA: 54 F1: 0.547718
07/10 01:26:07 AM | [81 54 55 66]
07/10 01:26:26 AM | Train: [  1/600] Step 050/071 Loss: 0.589 Recall: 0.904 FA: 9 F1: 0.914980
07/10 01:26:26 AM | [122   9  12 113]
07/10 01:26:34 AM | Train: [  1/600] Step 071/071 Loss: 0.530 Recall: 0.875 FA: 3 F1: 0.875000
07/10 01:26:34 AM | [22  3  3 21]
07/10 01:26:34 AM | Train: [  1/600] Final Recall 84.5658% FA 1582 F1: 83.7924%
07/10 01:26:34 AM | [7488 1582 1413 7742]
07/10 01:26:34 AM | Valid: [  1/600] Step 000/061 Loss: 0.630 Recall: 0.824 FA: 64 F1: 0.294737
07/10 01:26:34 AM | [175  64   3  14]
07/10 01:26:39 AM | Valid: [  1/600] Final Recall 83.2985% FA 1645 F1: 31.6290%
07/10 01:26:39 AM | [5556 1645   80  399]
07/10 01:26:39 AM | Valid: Time Spent: 5.415234s
07/10 01:26:39 AM | [0.3162901307966706]
07/10 01:26:41 AM | Model size = 1.248 MB
07/10 01:26:41 AM | Epoch 0 LR 0.05
07/10 01:26:42 AM | Train: [  1/600] Step 000/071 Loss: 1.227 Recall: 0.341 FA: 97 F1: 0.325926
07/10 01:26:42 AM | [30 97 85 44]
07/10 01:26:59 AM | Train: [  1/600] Step 050/071 Loss: 0.603 Recall: 0.950 FA: 33 F1: 0.853933
07/10 01:26:59 AM | [103  33   6 114]
07/10 01:27:07 AM | Train: [  1/600] Step 071/071 Loss: 0.539 Recall: 0.923 FA: 1 F1: 0.941176
07/10 01:27:07 AM | [22  1  2 24]
07/10 01:27:07 AM | Train: [  1/600] Final Recall 84.3992% FA 1582 F1: 83.7152%
07/10 01:27:07 AM | [7464 1582 1432 7747]
07/10 01:27:07 AM | Valid: [  1/600] Step 000/061 Loss: 0.237 Recall: 0.667 FA: 21 F1: 0.470588
07/10 01:27:07 AM | [217  21   6  12]
07/10 01:27:12 AM | Valid: [  1/600] Final Recall 59.8739% FA 580 F1: 42.5056%
07/10 01:27:12 AM | [6374  580  191  285]
07/10 01:27:12 AM | Valid: Time Spent: 5.510458s
07/10 01:27:12 AM | [0.4250559284116331]
07/10 01:27:14 AM | Model size = 1.468 MB
07/10 01:27:14 AM | Epoch 0 LR 0.05
07/10 01:27:15 AM | Train: [  1/600] Step 000/071 Loss: 1.017 Recall: 0.395 FA: 65 F1: 0.416327
07/10 01:27:15 AM | [62 65 78 51]
07/10 01:27:35 AM | Train: [  1/600] Step 050/071 Loss: 0.623 Recall: 0.853 FA: 11 F1: 0.882129
07/10 01:27:35 AM | [109  11  20 116]
07/10 01:27:43 AM | Train: [  1/600] Step 071/071 Loss: 0.568 Recall: 0.818 FA: 2 F1: 0.857143
07/10 01:27:43 AM | [25  2  4 18]
07/10 01:27:43 AM | Train: [  1/600] Final Recall 84.2012% FA 1796 F1: 82.4760%
07/10 01:27:43 AM | [7441 1796 1420 7568]
07/10 01:27:43 AM | Valid: [  1/600] Step 000/061 Loss: 0.229 Recall: 0.533 FA: 19 F1: 0.380952
07/10 01:27:43 AM | [222  19   7   8]
07/10 01:27:47 AM | Valid: [  1/600] Final Recall 55.3911% FA 509 F1: 42.1222%
07/10 01:27:47 AM | [6698  509  211  262]
07/10 01:27:47 AM | Valid: Time Spent: 4.250207s
07/10 01:27:47 AM | [0.4212218649517685]
07/10 01:27:49 AM | Model size = 1.512 MB
07/10 01:27:49 AM | Epoch 0 LR 0.05
07/10 01:27:50 AM | Train: [  1/600] Step 000/071 Loss: 1.005 Recall: 0.453 FA: 96 F1: 0.398496
07/10 01:27:50 AM | [43 96 64 53]
07/10 01:28:11 AM | Train: [  1/600] Step 050/071 Loss: 0.566 Recall: 0.767 FA: 7 F1: 0.842975
07/10 01:28:11 AM | [116   7  31 102]
07/10 01:28:20 AM | Train: [  1/600] Step 071/071 Loss: 0.531 Recall: 0.909 FA: 3 F1: 0.888889
07/10 01:28:20 AM | [24  3  2 20]
07/10 01:28:20 AM | Train: [  1/600] Final Recall 85.6124% FA 1791 F1: 83.4153%
07/10 01:28:20 AM | [7322 1791 1311 7801]
07/10 01:28:20 AM | Valid: [  1/600] Step 000/061 Loss: 0.311 Recall: 0.524 FA: 21 F1: 0.415094
07/10 01:28:20 AM | [214  21  10  11]
07/10 01:28:25 AM | Valid: [  1/600] Final Recall 69.3837% FA 815 F1: 41.8716%
07/10 01:28:25 AM | [6112  815  154  349]
07/10 01:28:25 AM | Valid: Time Spent: 4.482147s
07/10 01:28:25 AM | [0.41871625674865026]
07/10 01:28:26 AM | Model size = 1.362 MB
07/10 01:28:26 AM | Epoch 0 LR 0.05
07/10 01:28:27 AM | Train: [  1/600] Step 000/071 Loss: 0.966 Recall: 0.590 FA: 60 F1: 0.566929
07/10 01:28:27 AM | [74 60 50 72]
07/10 01:28:47 AM | Train: [  1/600] Step 050/071 Loss: 0.614 Recall: 0.870 FA: 13 F1: 0.880658
07/10 01:28:47 AM | [120  13  16 107]
07/10 01:28:55 AM | Train: [  1/600] Step 071/071 Loss: 0.567 Recall: 0.815 FA: 2 F1: 0.862745
07/10 01:28:55 AM | [20  2  5 22]
07/10 01:28:55 AM | Train: [  1/600] Final Recall 83.9974% FA 1707 F1: 82.8860%
07/10 01:28:55 AM | [7382 1707 1462 7674]
07/10 01:28:56 AM | Valid: [  1/600] Step 000/061 Loss: 1.523 Recall: 0.571 FA: 55 F1: 0.207792
07/10 01:28:56 AM | [187  55   6   8]
07/10 01:29:00 AM | Valid: [  1/600] Final Recall 78.3673% FA 1619 F1: 30.8063%
07/10 01:29:00 AM | [5571 1619  106  384]
07/10 01:29:00 AM | Valid: Time Spent: 5.285261s
07/10 01:29:00 AM | [0.3080625752105896]
07/10 01:29:02 AM | Model size = 1.508 MB
07/10 01:29:02 AM | Epoch 0 LR 0.05
07/10 01:29:03 AM | Train: [  1/600] Step 000/071 Loss: 1.055 Recall: 0.402 FA: 78 F1: 0.398437
07/10 01:29:03 AM | [51 78 76 51]
07/10 01:29:23 AM | Train: [  1/600] Step 050/071 Loss: 0.581 Recall: 0.849 FA: 18 F1: 0.862876
07/10 01:29:23 AM | [ 86  18  23 129]
07/10 01:29:31 AM | Train: [  1/600] Step 071/071 Loss: 0.534 Recall: 0.958 FA: 4 F1: 0.901961
07/10 01:29:31 AM | [21  4  1 23]
07/10 01:29:31 AM | Train: [  1/600] Final Recall 84.1783% FA 1632 F1: 83.3252%
07/10 01:29:31 AM | [7460 1632 1445 7688]
07/10 01:29:31 AM | Valid: [  1/600] Step 000/061 Loss: 0.212 Recall: 0.062 FA: 4 F1: 0.095238
07/10 01:29:31 AM | [236   4  15   1]
07/10 01:29:36 AM | Valid: [  1/600] Final Recall 10.7287% FA 134 F1: 15.5653%
07/10 01:29:36 AM | [7052  134  441   53]
07/10 01:29:36 AM | Valid: Time Spent: 5.017642s
07/10 01:29:36 AM | [0.15565345080763582]
07/10 01:29:38 AM | Model size = 1.578 MB
07/10 01:29:38 AM | Epoch 0 LR 0.05
07/10 01:29:39 AM | Train: [  1/600] Step 000/071 Loss: 1.229 Recall: 0.336 FA: 89 F1: 0.333333
07/10 01:29:39 AM | [36 89 87 44]
07/10 01:29:58 AM | Train: [  1/600] Step 050/071 Loss: 0.548 Recall: 0.835 FA: 11 F1: 0.870588
07/10 01:29:58 AM | [112  11  22 111]
07/10 01:30:06 AM | Train: [  1/600] Step 071/071 Loss: 0.508 Recall: 0.739 FA: 3 F1: 0.790698
07/10 01:30:06 AM | [23  3  6 17]
07/10 01:30:06 AM | Train: [  1/600] Final Recall 85.2573% FA 1565 F1: 84.2943%
07/10 01:30:06 AM | [7469 1565 1355 7836]
07/10 01:30:06 AM | Valid: [  1/600] Step 000/061 Loss: 0.207 Recall: 0.059 FA: 0 F1: 0.111111
07/10 01:30:06 AM | [239   0  16   1]
07/10 01:30:11 AM | Valid: [  1/600] Final Recall 3.7118% FA 11 F1: 6.9959%
07/10 01:30:11 AM | [6961   11  441   17]
07/10 01:30:11 AM | Valid: Time Spent: 5.299071s
07/10 01:30:11 AM | [0.06995884773662552]
07/10 01:30:13 AM | Model size = 1.398 MB
07/10 01:30:13 AM | Epoch 0 LR 0.05
07/10 01:30:14 AM | Train: [  1/600] Step 000/071 Loss: 0.935 Recall: 0.654 FA: 32 F1: 0.688259
07/10 01:30:14 AM | [94 32 45 85]
07/10 01:30:33 AM | Train: [  1/600] Step 050/071 Loss: 0.525 Recall: 0.823 FA: 10 F1: 0.866397
07/10 01:30:33 AM | [116  10  23 107]
07/10 01:30:40 AM | Train: [  1/600] Step 071/071 Loss: 0.489 Recall: 0.806 FA: 2 F1: 0.862069
07/10 01:30:40 AM | [16  2  6 25]
07/10 01:30:40 AM | Train: [  1/600] Final Recall 85.7189% FA 1386 F1: 85.3897%
07/10 01:30:40 AM | [7631 1386 1315 7893]
07/10 01:30:41 AM | Valid: [  1/600] Step 000/061 Loss: 0.323 Recall: 0.591 FA: 19 F1: 0.481481
07/10 01:30:41 AM | [215  19   9  13]
07/10 01:30:45 AM | Valid: [  1/600] Final Recall 70.5653% FA 735 F1: 44.9689%
07/10 01:30:45 AM | [6432  735  151  362]
07/10 01:30:45 AM | Valid: Time Spent: 4.174454s
07/10 01:30:45 AM | [0.4496894409937888]
07/10 01:30:46 AM | Model size = 1.223 MB
07/10 01:30:46 AM | Epoch 0 LR 0.05
07/10 01:30:48 AM | Train: [  1/600] Step 000/071 Loss: 1.034 Recall: 0.599 FA: 76 F1: 0.565916
07/10 01:30:48 AM | [33 76 59 88]
07/10 01:31:04 AM | Train: [  1/600] Step 050/071 Loss: 0.601 Recall: 0.741 FA: 2 F1: 0.844262
07/10 01:31:04 AM | [115   2  36 103]
07/10 01:31:11 AM | Train: [  1/600] Step 071/071 Loss: 0.547 Recall: 0.850 FA: 3 F1: 0.850000
07/10 01:31:11 AM | [26  3  3 17]
07/10 01:31:11 AM | Train: [  1/600] Final Recall 84.8966% FA 1604 F1: 83.8685%
07/10 01:31:11 AM | [7484 1604 1380 7757]
07/10 01:31:11 AM | Valid: [  1/600] Step 000/061 Loss: 0.681 Recall: 0.692 FA: 26 F1: 0.375000
07/10 01:31:11 AM | [217  26   4   9]
07/10 01:31:15 AM | Valid: [  1/600] Final Recall 61.0548% FA 895 F1: 35.6424%
07/10 01:31:15 AM | [6042  895  192  301]
07/10 01:31:15 AM | Valid: Time Spent: 4.251525s
07/10 01:31:15 AM | [0.3564239194789816]
07/10 01:31:17 AM | Model size = 1.371 MB
07/10 01:31:17 AM | Epoch 0 LR 0.05
07/10 01:31:18 AM | Train: [  1/600] Step 000/071 Loss: 0.945 Recall: 0.717 FA: 77 F1: 0.616949
07/10 01:31:18 AM | [52 77 36 91]
07/10 01:31:36 AM | Train: [  1/600] Step 050/071 Loss: 0.562 Recall: 0.925 FA: 24 F1: 0.870588
07/10 01:31:36 AM | [112  24   9 111]
07/10 01:31:44 AM | Train: [  1/600] Step 071/071 Loss: 0.520 Recall: 0.957 FA: 5 F1: 0.880000
07/10 01:31:44 AM | [21  5  1 22]
07/10 01:31:44 AM | Train: [  1/600] Final Recall 85.6486% FA 1581 F1: 84.4013%
07/10 01:31:44 AM | [7509 1581 1311 7824]
07/10 01:31:44 AM | Valid: [  1/600] Step 000/061 Loss: 0.358 Recall: 0.773 FA: 39 F1: 0.435897
07/10 01:31:44 AM | [195  39   5  17]
07/10 01:31:48 AM | Valid: [  1/600] Final Recall 75.6522% FA 1216 F1: 34.3874%
07/10 01:31:48 AM | [6004 1216  112  348]
07/10 01:31:48 AM | Valid: Time Spent: 4.042587s
07/10 01:31:48 AM | [0.3438735177865613]
07/10 01:31:49 AM | Model size = 1.217 MB
07/10 01:31:49 AM | Epoch 0 LR 0.05
07/10 01:31:50 AM | Train: [  1/600] Step 000/071 Loss: 1.077 Recall: 0.434 FA: 78 F1: 0.418972
07/10 01:31:50 AM | [56 78 69 53]
07/10 01:32:06 AM | Train: [  1/600] Step 050/071 Loss: 0.686 Recall: 0.787 FA: 13 F1: 0.835938
07/10 01:32:06 AM | [107  13  29 107]
07/10 01:32:13 AM | Train: [  1/600] Step 071/071 Loss: 0.645 Recall: 0.852 FA: 2 F1: 0.884615
07/10 01:32:13 AM | [20  2  4 23]
07/10 01:32:13 AM | Train: [  1/600] Final Recall 82.1023% FA 1790 F1: 81.4261%
07/10 01:32:13 AM | [7283 1790 1638 7514]
07/10 01:32:13 AM | Valid: [  1/600] Step 000/061 Loss: 0.455 Recall: 0.964 FA: 64 F1: 0.453782
07/10 01:32:13 AM | [164  64   1  27]
07/10 01:32:17 AM | Valid: [  1/600] Final Recall 94.7808% FA 1765 F1: 33.6546%
07/10 01:32:17 AM | [5186 1765   25  454]
07/10 01:32:17 AM | Valid: Time Spent: 4.196395s
07/10 01:32:17 AM | [0.3365455893254262]
07/10 01:32:19 AM | Model size = 1.359 MB
07/10 01:32:19 AM | Epoch 0 LR 0.05
07/10 01:32:20 AM | Train: [  1/600] Step 000/071 Loss: 1.009 Recall: 0.512 FA: 66 F1: 0.503876
07/10 01:32:20 AM | [63 66 62 65]
07/10 01:32:37 AM | Train: [  1/600] Step 050/071 Loss: 0.600 Recall: 0.705 FA: 11 F1: 0.787879
07/10 01:32:37 AM | [116  11  38  91]
07/10 01:32:43 AM | Train: [  1/600] Step 071/071 Loss: 0.562 Recall: 0.679 FA: 1 F1: 0.791667
07/10 01:32:43 AM | [20  1  9 19]
07/10 01:32:43 AM | Train: [  1/600] Final Recall 83.4897% FA 1648 F1: 82.7952%
07/10 01:32:43 AM | [7516 1648 1496 7565]
07/10 01:32:43 AM | Valid: [  1/600] Step 000/061 Loss: 0.232 Recall: 0.583 FA: 22 F1: 0.341463
07/10 01:32:43 AM | [222  22   5   7]
07/10 01:32:47 AM | Valid: [  1/600] Final Recall 53.1373% FA 574 F1: 40.0000%
07/10 01:32:47 AM | [6596  574  239  271]
07/10 01:32:47 AM | Valid: Time Spent: 3.746303s
07/10 01:32:47 AM | [0.4]
07/10 01:32:49 AM | Model size = 1.697 MB
07/10 01:32:49 AM | Epoch 0 LR 0.05
07/10 01:32:50 AM | Train: [  1/600] Step 000/071 Loss: 0.965 Recall: 0.538 FA: 33 F1: 0.600858
07/10 01:32:50 AM | [93 33 60 70]
07/10 01:33:15 AM | Train: [  1/600] Step 050/071 Loss: 0.523 Recall: 0.873 FA: 16 F1: 0.873016
07/10 01:33:15 AM | [114  16  16 110]
07/10 01:33:25 AM | Train: [  1/600] Step 071/071 Loss: 0.487 Recall: 0.913 FA: 5 F1: 0.857143
07/10 01:33:25 AM | [21  5  2 21]
07/10 01:33:25 AM | Train: [  1/600] Final Recall 85.2255% FA 1375 F1: 85.1374%
07/10 01:33:25 AM | [7672 1375 1356 7822]
07/10 01:33:25 AM | Valid: [  1/600] Step 000/061 Loss: 0.370 Recall: 0.769 FA: 38 F1: 0.327869
07/10 01:33:25 AM | [205  38   3  10]
07/10 01:33:31 AM | Valid: [  1/600] Final Recall 86.0515% FA 1228 F1: 38.2816%
07/10 01:33:31 AM | [5736 1228   65  401]
07/10 01:33:31 AM | Valid: Time Spent: 5.948732s
07/10 01:33:31 AM | [0.3828162291169452]
07/10 01:33:33 AM | Model size = 1.265 MB
07/10 01:33:33 AM | Epoch 0 LR 0.05
07/10 01:33:34 AM | Train: [  1/600] Step 000/071 Loss: 1.089 Recall: 0.500 FA: 43 F1: 0.543103
07/10 01:33:34 AM | [87 43 63 63]
07/10 01:33:52 AM | Train: [  1/600] Step 050/071 Loss: 0.618 Recall: 0.833 FA: 10 F1: 0.871369
07/10 01:33:52 AM | [120  10  21 105]
07/10 01:33:59 AM | Train: [  1/600] Step 071/071 Loss: 0.579 Recall: 0.767 FA: 1 F1: 0.851852
07/10 01:33:59 AM | [18  1  7 23]
07/10 01:33:59 AM | Train: [  1/600] Final Recall 84.1920% FA 1668 F1: 83.1304%
07/10 01:33:59 AM | [7473 1668 1436 7648]
07/10 01:33:59 AM | Valid: [  1/600] Step 000/061 Loss: 1.547 Recall: 0.900 FA: 67 F1: 0.209302
07/10 01:33:59 AM | [179  67   1   9]
07/10 01:34:03 AM | Valid: [  1/600] Final Recall 87.3211% FA 1711 F1: 32.5086%
07/10 01:34:03 AM | [5480 1711   62  427]
07/10 01:34:03 AM | Valid: Time Spent: 3.829286s
07/10 01:34:03 AM | [0.32508564902931103]
07/10 01:34:04 AM | Model size = 1.588 MB
07/10 01:34:04 AM | Epoch 0 LR 0.05
07/10 01:34:06 AM | Train: [  1/600] Step 000/071 Loss: 1.004 Recall: 0.551 FA: 97 F1: 0.464286
07/10 01:34:06 AM | [41 97 53 65]
07/10 01:34:28 AM | Train: [  1/600] Step 050/071 Loss: 0.568 Recall: 0.947 FA: 21 F1: 0.900000
07/10 01:34:28 AM | [102  21   7 126]
07/10 01:34:37 AM | Train: [  1/600] Step 071/071 Loss: 0.521 Recall: 0.792 FA: 2 F1: 0.844444
07/10 01:34:37 AM | [23  2  5 19]
07/10 01:34:37 AM | Train: [  1/600] Final Recall 85.1709% FA 1631 F1: 83.8267%
07/10 01:34:37 AM | [7551 1631 1341 7702]
07/10 01:34:37 AM | Valid: [  1/600] Step 000/061 Loss: 0.447 Recall: 0.769 FA: 40 F1: 0.317460
07/10 01:34:37 AM | [203  40   3  10]
07/10 01:34:43 AM | Valid: [  1/600] Final Recall 85.0932% FA 1295 F1: 37.5514%
07/10 01:34:43 AM | [5652 1295   72  411]
07/10 01:34:43 AM | Valid: Time Spent: 5.664212s
07/10 01:34:43 AM | [0.375513933302878]
