07/09 08:19:05 PM | 
07/09 09:47:15 PM | Train: [  1/600] Step 071/071 Loss: 0.528 Recall: 0.875 FA: 2 F1: 0.893617
07/09 09:47:15 PM | [23  2  3 21]
07/09 09:47:16 PM | Train: [  1/600] Final Recall 85.7636% FA 1447 F1: 84.9691%
07/09 09:47:16 PM | [7794 1447 1279 7705]
07/09 09:47:16 PM | Valid: [  1/600] Step 000/061 Loss: 0.464 Recall: 0.737 FA: 37 F1: 0.400000
07/09 09:47:16 PM | [200  37   5  14]
07/09 09:47:19 PM | Valid: [  1/600] Final Recall 78.6307% FA 986 F1: 41.0395%
07/09 09:47:19 PM | [6212  986  103  379]
07/09 09:47:19 PM | Valid: Time Spent: 3.821802s
07/09 09:47:19 PM | 

07/09 09:47:19 PM | [0.4103952355170547]
07/09 09:50:49 PM | Model size = 1.368 MB
07/09 09:50:49 PM | Epoch 0 LR 0.05
07/09 09:50:51 PM | Train: [  1/600] Step 000/071 Loss: 1.091 Recall: 0.424 FA: 112 F1: 0.357143
07/09 09:50:51 PM | [ 26 112  68  50]
07/09 09:51:12 PM | Train: [  1/600] Step 050/071 Loss: 0.515 Recall: 0.884 FA: 10 F1: 0.903704
07/09 09:51:12 PM | [108  10  16 122]
07/09 09:51:20 PM | Train: [  1/600] Step 071/071 Loss: 0.487 Recall: 0.778 FA: 3 F1: 0.823529
07/09 09:51:20 PM | [19  3  6 21]
07/09 09:51:20 PM | Train: [  1/600] Final Recall 86.8531% FA 1505 F1: 85.3911%
07/09 09:51:20 PM | [7638 1505 1194 7888]
07/09 09:51:20 PM | Valid: [  1/600] Step 000/061 Loss: 0.658 Recall: 0.579 FA: 32 F1: 0.354839
07/09 09:51:20 PM | [205  32   8  11]
07/09 09:51:25 PM | Valid: [  1/600] Final Recall 62.7572% FA 1037 F1: 33.3698%
07/09 09:51:25 PM | [5907 1037  181  305]
07/09 09:51:25 PM | Valid: Time Spent: 4.954150s
07/09 09:51:25 PM | 

07/09 09:51:25 PM | [0.33369803063457326]
07/09 09:54:49 PM | Model size = 1.517 MB
07/09 09:54:49 PM | Epoch 0 LR 0.05
07/09 09:54:50 PM | Train: [  1/600] Step 000/071 Loss: 1.059 Recall: 0.354 FA: 80 F1: 0.357143
07/09 09:54:50 PM | [49 80 82 45]
07/09 09:55:13 PM | Train: [  1/600] Step 050/071 Loss: 0.530 Recall: 0.803 FA: 17 F1: 0.827004
07/09 09:55:13 PM | [117  17  24  98]
07/09 09:55:22 PM | Train: [  1/600] Step 071/071 Loss: 0.485 Recall: 0.929 FA: 3 F1: 0.912281
07/09 09:55:22 PM | [18  3  2 26]
07/09 09:55:22 PM | Train: [  1/600] Final Recall 85.3914% FA 1426 F1: 84.9186%
07/09 09:55:22 PM | [7729 1426 1325 7745]
07/09 09:55:22 PM | Valid: [  1/600] Step 000/061 Loss: 0.326 Recall: 0.900 FA: 43 F1: 0.444444
07/09 09:55:22 PM | [193  43   2  18]
07/09 09:55:26 PM | Valid: [  1/600] Final Recall 92.3077% FA 1256 F1: 40.7153%
07/09 09:55:26 PM | [5943 1256   37  444]
07/09 09:55:26 PM | Valid: Time Spent: 4.625056s
07/09 09:55:26 PM | 

07/09 09:55:26 PM | [0.4071526822558459]
07/09 09:58:58 PM | Model size = 1.300 MB
07/09 09:58:58 PM | Epoch 0 LR 0.05
07/09 09:58:59 PM | Train: [  1/600] Step 000/071 Loss: 0.818 Recall: 0.746 FA: 39 F1: 0.722222
07/09 09:58:59 PM | [95 39 31 91]
07/09 09:59:18 PM | Train: [  1/600] Step 050/071 Loss: 0.527 Recall: 0.861 FA: 12 F1: 0.876106
07/09 09:59:18 PM | [129  12  16  99]
07/09 09:59:27 PM | Train: [  1/600] Step 071/071 Loss: 0.489 Recall: 1.000 FA: 5 F1: 0.897959
07/09 09:59:27 PM | [22  5  0 22]
07/09 09:59:27 PM | Train: [  1/600] Final Recall 86.2771% FA 1409 F1: 85.5515%
07/09 09:59:27 PM | [7678 1409 1254 7884]
07/09 09:59:27 PM | Valid: [  1/600] Step 000/061 Loss: 0.276 Recall: 0.750 FA: 30 F1: 0.461538
07/09 09:59:27 PM | [206  30   5  15]
07/09 09:59:33 PM | Valid: [  1/600] Final Recall 71.0744% FA 767 F1: 43.1348%
07/09 09:59:33 PM | [6179  767  140  344]
07/09 09:59:33 PM | Valid: Time Spent: 6.407402s
07/09 09:59:33 PM | 

07/09 09:59:33 PM | [0.43134796238244516]
07/09 10:03:04 PM | Model size = 1.236 MB
07/09 10:03:04 PM | Epoch 0 LR 0.05
07/09 10:03:05 PM | Train: [  1/600] Step 000/071 Loss: 1.137 Recall: 0.279 FA: 84 F1: 0.289157
07/09 10:03:05 PM | [43 84 93 36]
07/09 10:03:22 PM | Train: [  1/600] Step 050/071 Loss: 0.586 Recall: 0.893 FA: 11 F1: 0.900826
07/09 10:03:22 PM | [123  11  13 109]
07/09 10:03:29 PM | Train: [  1/600] Step 071/071 Loss: 0.538 Recall: 0.952 FA: 7 F1: 0.833333
07/09 10:03:29 PM | [21  7  1 20]
07/09 10:03:29 PM | Train: [  1/600] Final Recall 83.8345% FA 1530 F1: 83.5731%
07/09 10:03:29 PM | [7583 1530 1473 7639]
07/09 10:03:29 PM | Valid: [  1/600] Step 000/061 Loss: 0.444 Recall: 0.818 FA: 34 F1: 0.486486
07/09 10:03:29 PM | [200  34   4  18]
07/09 10:03:33 PM | Valid: [  1/600] Final Recall 79.5960% FA 980 F1: 42.1616%
07/09 10:03:33 PM | [6205  980  101  394]
07/09 10:03:33 PM | Valid: Time Spent: 3.718247s
07/09 10:03:33 PM | 

07/09 10:03:33 PM | [0.42161583734617447]
07/09 10:07:03 PM | Model size = 1.260 MB
07/09 10:07:03 PM | Epoch 0 LR 0.05
07/09 10:07:05 PM | Train: [  1/600] Step 000/071 Loss: 1.037 Recall: 0.515 FA: 83 F1: 0.484429
07/09 10:07:05 PM | [37 83 66 70]
07/09 10:07:24 PM | Train: [  1/600] Step 050/071 Loss: 0.634 Recall: 0.901 FA: 25 F1: 0.854902
07/09 10:07:24 PM | [110  25  12 109]
07/09 10:07:33 PM | Train: [  1/600] Step 071/071 Loss: 0.558 Recall: 0.955 FA: 8 F1: 0.823529
07/09 10:07:33 PM | [19  8  1 21]
07/09 10:07:33 PM | Train: [  1/600] Final Recall 84.2583% FA 1514 F1: 83.8265%
07/09 10:07:33 PM | [7684 1514 1421 7606]
07/09 10:07:33 PM | Valid: [  1/600] Step 000/061 Loss: 0.360 Recall: 0.727 FA: 35 F1: 0.296296
07/09 10:07:33 PM | [210  35   3   8]
07/09 10:07:38 PM | Valid: [  1/600] Final Recall 84.6316% FA 1018 F1: 42.4274%
07/09 10:07:38 PM | [5937 1018   73  402]
07/09 10:07:38 PM | Valid: Time Spent: 4.822260s
07/09 10:07:38 PM | 

07/09 10:07:38 PM | [0.42427440633245384]
07/09 10:11:08 PM | Model size = 1.419 MB
07/09 10:11:08 PM | Epoch 0 LR 0.05
07/09 10:11:10 PM | Train: [  1/600] Step 000/071 Loss: 1.026 Recall: 0.570 FA: 25 F1: 0.649789
07/09 10:11:10 PM | [96 25 58 77]
07/09 10:11:30 PM | Train: [  1/600] Step 050/071 Loss: 0.542 Recall: 0.955 FA: 24 F1: 0.880658
07/09 10:11:30 PM | [120  24   5 107]
07/09 10:11:40 PM | Train: [  1/600] Step 071/071 Loss: 0.501 Recall: 0.895 FA: 8 F1: 0.772727
07/09 10:11:40 PM | [22  8  2 17]
07/09 10:11:40 PM | Train: [  1/600] Final Recall 85.8334% FA 1514 F1: 84.7959%
07/09 10:11:40 PM | [7598 1514 1291 7822]
07/09 10:11:40 PM | Valid: [  1/600] Step 000/061 Loss: 1.294 Recall: 0.938 FA: 61 F1: 0.326087
07/09 10:11:40 PM | [179  61   1  15]
07/09 10:11:44 PM | Valid: [  1/600] Final Recall 74.0891% FA 1654 F1: 29.1169%
07/09 10:11:44 PM | [5532 1654  128  366]
07/09 10:11:44 PM | Valid: Time Spent: 4.222915s
07/09 10:11:44 PM | 

07/09 10:11:44 PM | [0.2911694510739857]
07/09 10:15:12 PM | Model size = 1.487 MB
07/09 10:15:12 PM | Epoch 0 LR 0.05
07/09 10:15:14 PM | Train: [  1/600] Step 000/071 Loss: 1.131 Recall: 0.440 FA: 99 F1: 0.410596
07/09 10:15:14 PM | [16 99 79 62]
07/09 10:15:36 PM | Train: [  1/600] Step 050/071 Loss: 0.578 Recall: 0.867 FA: 14 F1: 0.879699
07/09 10:15:36 PM | [107  14  18 117]
07/09 10:15:44 PM | Train: [  1/600] Step 071/071 Loss: 0.530 Recall: 0.960 FA: 4 F1: 0.905660
07/09 10:15:44 PM | [20  4  1 24]
07/09 10:15:44 PM | Train: [  1/600] Final Recall 83.7935% FA 1583 F1: 83.1752%
07/09 10:15:44 PM | [7695 1583 1450 7497]
07/09 10:15:44 PM | Valid: [  1/600] Step 000/061 Loss: 0.302 Recall: 0.538 FA: 28 F1: 0.291667
07/09 10:15:44 PM | [215  28   6   7]
07/09 10:15:49 PM | Valid: [  1/600] Final Recall 75.4202% FA 1030 F1: 38.4987%
07/09 10:15:49 PM | [5924 1030  117  359]
07/09 10:15:49 PM | Valid: Time Spent: 4.984938s
07/09 10:15:49 PM | 

07/09 10:15:49 PM | [0.38498659517426276]
07/09 10:19:21 PM | Model size = 1.236 MB
07/09 10:19:21 PM | Epoch 0 LR 0.05
07/09 10:19:23 PM | Train: [  1/600] Step 000/071 Loss: 1.044 Recall: 0.500 FA: 81 F1: 0.454902
07/09 10:19:23 PM | [59 81 58 58]
07/09 10:19:41 PM | Train: [  1/600] Step 050/071 Loss: 0.652 Recall: 0.835 FA: 23 F1: 0.820513
07/09 10:19:41 PM | [118  23  19  96]
07/09 10:19:48 PM | Train: [  1/600] Step 071/071 Loss: 0.597 Recall: 0.862 FA: 4 F1: 0.862069
07/09 10:19:48 PM | [16  4  4 25]
07/09 10:19:48 PM | Train: [  1/600] Final Recall 83.3644% FA 1542 F1: 83.2457%
07/09 10:19:48 PM | [7570 1542 1516 7597]
07/09 10:19:48 PM | Valid: [  1/600] Step 000/061 Loss: 2.042 Recall: 0.800 FA: 47 F1: 0.324324
07/09 10:19:48 PM | [194  47   3  12]
07/09 10:19:52 PM | Valid: [  1/600] Final Recall 80.2444% FA 1451 F1: 33.7329%
07/09 10:19:52 PM | [5738 1451   97  394]
07/09 10:19:52 PM | Valid: Time Spent: 3.741621s
07/09 10:19:52 PM | 

07/09 10:19:52 PM | [0.3373287671232877]
07/09 10:23:22 PM | Model size = 1.363 MB
07/09 10:23:22 PM | Epoch 0 LR 0.05
07/09 10:23:24 PM | Train: [  1/600] Step 000/071 Loss: 0.985 Recall: 0.672 FA: 58 F1: 0.625954
07/09 10:23:24 PM | [76 58 40 82]
07/09 10:23:44 PM | Train: [  1/600] Step 050/071 Loss: 0.523 Recall: 0.846 FA: 7 F1: 0.891473
07/09 10:23:44 PM | [113   7  21 115]
07/09 10:23:54 PM | Train: [  1/600] Step 071/071 Loss: 0.478 Recall: 0.947 FA: 4 F1: 0.878049
07/09 10:23:54 PM | [26  4  1 18]
07/09 10:23:54 PM | Train: [  1/600] Final Recall 87.4462% FA 1479 F1: 85.8318%
07/09 10:23:54 PM | [7681 1479 1138 7927]
07/09 10:23:54 PM | Valid: [  1/600] Step 000/061 Loss: 0.316 Recall: 0.600 FA: 31 F1: 0.380952
07/09 10:23:54 PM | [205  31   8  12]
07/09 10:23:58 PM | Valid: [  1/600] Final Recall 70.1031% FA 708 F1: 44.3575%
07/09 10:23:58 PM | [6237  708  145  340]
07/09 10:23:58 PM | Valid: Time Spent: 4.214836s
07/09 10:23:58 PM | 

07/09 10:23:58 PM | [0.44357469015003254]
07/09 10:27:27 PM | Model size = 1.164 MB
07/09 10:27:27 PM | Epoch 0 LR 0.05
07/09 10:27:28 PM | Train: [  1/600] Step 000/071 Loss: 0.967 Recall: 0.679 FA: 48 F1: 0.669065
07/09 10:27:28 PM | [71 48 44 93]
07/09 10:27:46 PM | Train: [  1/600] Step 050/071 Loss: 0.670 Recall: 0.881 FA: 21 F1: 0.864469
07/09 10:27:46 PM | [101  21  16 118]
07/09 10:27:52 PM | Train: [  1/600] Step 071/071 Loss: 0.595 Recall: 0.905 FA: 5 F1: 0.844444
07/09 10:27:52 PM | [23  5  2 19]
07/09 10:27:52 PM | Train: [  1/600] Final Recall 82.9165% FA 1589 F1: 82.6776%
07/09 10:27:52 PM | [7639 1589 1537 7460]
07/09 10:27:53 PM | Valid: [  1/600] Step 000/061 Loss: 0.503 Recall: 0.846 FA: 35 F1: 0.372881
07/09 10:27:53 PM | [208  35   2  11]
07/09 10:27:57 PM | Valid: [  1/600] Final Recall 83.8115% FA 1166 F1: 39.6510%
07/09 10:27:57 PM | [6026 1166   79  409]
07/09 10:27:57 PM | Valid: Time Spent: 4.460773s
07/09 10:27:57 PM | 

07/09 10:27:57 PM | [0.3965099369849733]
07/09 10:31:32 PM | Model size = 1.304 MB
07/09 10:31:32 PM | Epoch 0 LR 0.05
07/09 10:31:33 PM | Train: [  1/600] Step 000/071 Loss: 0.845 Recall: 0.806 FA: 38 F1: 0.763359
07/09 10:31:33 PM | [ 94  38  24 100]
07/09 10:31:56 PM | Train: [  1/600] Step 050/071 Loss: 0.524 Recall: 0.992 FA: 31 F1: 0.881481
07/09 10:31:56 PM | [105  31   1 119]
07/09 10:32:03 PM | Train: [  1/600] Step 071/071 Loss: 0.484 Recall: 0.900 FA: 2 F1: 0.900000
07/09 10:32:03 PM | [27  2  2 18]
07/09 10:32:03 PM | Train: [  1/600] Final Recall 85.9366% FA 1379 F1: 85.4869%
07/09 10:32:03 PM | [7723 1379 1283 7840]
07/09 10:32:04 PM | Valid: [  1/600] Step 000/061 Loss: 0.303 Recall: 0.737 FA: 22 F1: 0.509091
07/09 10:32:04 PM | [215  22   5  14]
07/09 10:32:07 PM | Valid: [  1/600] Final Recall 60.2851% FA 639 F1: 41.5147%
07/09 10:32:07 PM | [6550  639  195  296]
07/09 10:32:07 PM | Valid: Time Spent: 3.975072s
07/09 10:32:07 PM | 

07/09 10:32:07 PM | [0.4151472650771389]
07/09 10:35:39 PM | Model size = 1.465 MB
07/09 10:35:39 PM | Epoch 0 LR 0.05
07/09 10:35:41 PM | Train: [  1/600] Step 000/071 Loss: 0.940 Recall: 0.679 FA: 26 F1: 0.723577
07/09 10:35:41 PM | [99 26 42 89]
07/09 10:36:00 PM | Train: [  1/600] Step 050/071 Loss: 0.566 Recall: 0.906 FA: 10 F1: 0.913386
07/09 10:36:00 PM | [118  10  12 116]
07/09 10:36:07 PM | Train: [  1/600] Step 071/071 Loss: 0.526 Recall: 0.769 FA: 4 F1: 0.800000
07/09 10:36:07 PM | [19  4  6 20]
07/09 10:36:07 PM | Train: [  1/600] Final Recall 85.0487% FA 1564 F1: 84.0580%
07/09 10:36:07 PM | [7625 1564 1351 7685]
07/09 10:36:07 PM | Valid: [  1/600] Step 000/061 Loss: 1.229 Recall: 0.818 FA: 43 F1: 0.433735
07/09 10:36:07 PM | [191  43   4  18]
07/09 10:36:13 PM | Valid: [  1/600] Final Recall 78.1316% FA 1133 F1: 37.3225%
07/09 10:36:13 PM | [5826 1133  103  368]
07/09 10:36:13 PM | Valid: Time Spent: 5.956961s
07/09 10:36:13 PM | 

07/09 10:36:13 PM | [0.37322515212981744]
07/09 10:39:41 PM | Model size = 1.457 MB
07/09 10:39:41 PM | Epoch 0 LR 0.05
07/09 10:39:42 PM | Train: [  1/600] Step 000/071 Loss: 1.005 Recall: 0.507 FA: 43 F1: 0.557769
07/09 10:39:42 PM | [75 43 68 70]
07/09 10:40:03 PM | Train: [  1/600] Step 050/071 Loss: 0.530 Recall: 0.925 FA: 24 F1: 0.860870
07/09 10:40:03 PM | [125  24   8  99]
07/09 10:40:13 PM | Train: [  1/600] Step 071/071 Loss: 0.491 Recall: 1.000 FA: 6 F1: 0.875000
07/09 10:40:13 PM | [22  6  0 21]
07/09 10:40:13 PM | Train: [  1/600] Final Recall 86.3607% FA 1460 F1: 85.3717%
07/09 10:40:13 PM | [7615 1460 1248 7902]
07/09 10:40:13 PM | Valid: [  1/600] Step 000/061 Loss: 0.483 Recall: 0.857 FA: 58 F1: 0.371134
07/09 10:40:13 PM | [177  58   3  18]
07/09 10:40:17 PM | Valid: [  1/600] Final Recall 90.0204% FA 1527 F1: 35.9350%
07/09 10:40:17 PM | [5662 1527   49  442]
07/09 10:40:17 PM | Valid: Time Spent: 4.598946s
07/09 10:40:17 PM | 

07/09 10:40:17 PM | [0.3593495934959349]
07/09 10:43:47 PM | Model size = 0.954 MB
07/09 10:43:47 PM | Epoch 0 LR 0.05
07/09 10:43:48 PM | Train: [  1/600] Step 000/071 Loss: 1.054 Recall: 0.462 FA: 49 F1: 0.504132
07/09 10:43:48 PM | [75 49 71 61]
07/09 10:44:01 PM | Train: [  1/600] Step 050/071 Loss: 0.900 Recall: 0.750 FA: 5 F1: 0.839506
07/09 10:44:01 PM | [115   5  34 102]
07/09 10:44:07 PM | Train: [  1/600] Step 071/071 Loss: 0.808 Recall: 0.893 FA: 5 F1: 0.862069
07/09 10:44:07 PM | [16  5  3 25]
07/09 10:44:07 PM | Train: [  1/600] Final Recall 80.9691% FA 1774 F1: 80.7827%
07/09 10:44:07 PM | [7350 1774 1732 7369]
07/09 10:44:07 PM | Valid: [  1/600] Step 000/061 Loss: 0.406 Recall: 0.875 FA: 44 F1: 0.471910
07/09 10:44:07 PM | [188  44   3  21]
07/09 10:44:11 PM | Valid: [  1/600] Final Recall 84.9576% FA 1505 F1: 33.7258%
07/09 10:44:11 PM | [5453 1505   71  401]
07/09 10:44:11 PM | Valid: Time Spent: 4.141497s
07/09 10:44:11 PM | 

07/09 10:44:11 PM | [0.33725820016820857]
07/09 10:47:43 PM | Model size = 1.304 MB
07/09 10:47:43 PM | Epoch 0 LR 0.05
07/09 10:47:44 PM | Train: [  1/600] Step 000/071 Loss: 0.907 Recall: 0.554 FA: 34 F1: 0.603604
07/09 10:47:44 PM | [101  34  54  67]
07/09 10:48:02 PM | Train: [  1/600] Step 050/071 Loss: 0.546 Recall: 0.882 FA: 12 F1: 0.895522
07/09 10:48:02 PM | [108  12  16 120]
07/09 10:48:09 PM | Train: [  1/600] Step 071/071 Loss: 0.495 Recall: 0.963 FA: 3 F1: 0.928571
07/09 10:48:09 PM | [19  3  1 26]
07/09 10:48:09 PM | Train: [  1/600] Final Recall 86.6213% FA 1476 F1: 85.4223%
07/09 10:48:09 PM | [7630 1476 1220 7899]
07/09 10:48:09 PM | Valid: [  1/600] Step 000/061 Loss: 0.362 Recall: 0.952 FA: 43 F1: 0.476190
07/09 10:48:09 PM | [192  43   1  20]
07/09 10:48:14 PM | Valid: [  1/600] Final Recall 92.9860% FA 1607 F1: 36.1089%
07/09 10:48:14 PM | [5574 1607   35  464]
07/09 10:48:14 PM | Valid: Time Spent: 4.874547s
07/09 10:48:14 PM | 

07/09 10:48:14 PM | [0.3610894941634242]
07/09 10:51:48 PM | Model size = 1.398 MB
07/09 10:51:48 PM | Epoch 0 LR 0.05
07/09 10:51:49 PM | Train: [  1/600] Step 000/071 Loss: 0.914 Recall: 0.658 FA: 35 F1: 0.672489
07/09 10:51:49 PM | [104  35  40  77]
07/09 10:52:10 PM | Train: [  1/600] Step 050/071 Loss: 0.527 Recall: 0.810 FA: 10 F1: 0.860465
07/09 10:52:10 PM | [109  10  26 111]
07/09 10:52:19 PM | Train: [  1/600] Step 071/071 Loss: 0.491 Recall: 0.962 FA: 1 F1: 0.961538
07/09 10:52:19 PM | [22  1  1 25]
07/09 10:52:19 PM | Train: [  1/600] Final Recall 86.5537% FA 1465 F1: 85.4997%
07/09 10:52:19 PM | [7553 1465 1238 7969]
07/09 10:52:19 PM | Valid: [  1/600] Step 000/061 Loss: 0.360 Recall: 0.765 FA: 19 F1: 0.530612
07/09 10:52:19 PM | [220  19   4  13]
07/09 10:52:24 PM | Valid: [  1/600] Final Recall 62.2363% FA 620 F1: 42.4766%
07/09 10:52:24 PM | [6336  620  179  295]
07/09 10:52:24 PM | Valid: Time Spent: 4.957724s
07/09 10:52:24 PM | 

07/09 10:52:24 PM | [0.42476601871850256]
07/09 10:55:59 PM | Model size = 1.329 MB
07/09 10:55:59 PM | Epoch 0 LR 0.05
07/09 10:56:00 PM | Train: [  1/600] Step 000/071 Loss: 1.200 Recall: 0.292 FA: 104 F1: 0.270270
07/09 10:56:00 PM | [ 32 104  85  35]
07/09 10:56:14 PM | Train: [  1/600] Step 050/071 Loss: 0.538 Recall: 0.910 FA: 19 F1: 0.887273
07/09 10:56:14 PM | [103  19  12 122]
07/09 10:56:19 PM | Train: [  1/600] Step 071/071 Loss: 0.498 Recall: 0.692 FA: 1 F1: 0.800000
07/09 10:56:19 PM | [22  1  8 18]
07/09 10:56:19 PM | Train: [  1/600] Final Recall 86.6850% FA 1573 F1: 84.9935%
07/09 10:56:19 PM | [7557 1573 1211 7884]
07/09 10:56:19 PM | Valid: [  1/600] Step 000/061 Loss: 0.205 Recall: 0.571 FA: 14 F1: 0.444444
07/09 10:56:19 PM | [228  14   6   8]
07/09 10:56:23 PM | Valid: [  1/600] Final Recall 44.1955% FA 444 F1: 37.6736%
07/09 10:56:23 PM | [6745  444  274  217]
07/09 10:56:23 PM | Valid: Time Spent: 4.015358s
07/09 10:56:23 PM | 

07/09 10:56:23 PM | [0.37673611111111116]
07/09 11:00:01 PM | Model size = 1.236 MB
07/09 11:00:01 PM | Epoch 0 LR 0.05
07/09 11:00:03 PM | Train: [  1/600] Step 000/071 Loss: 0.909 Recall: 0.593 FA: 27 F1: 0.661157
07/09 11:00:03 PM | [94 27 55 80]
07/09 11:00:21 PM | Train: [  1/600] Step 050/071 Loss: 0.521 Recall: 0.735 FA: 9 F1: 0.816327
07/09 11:00:21 PM | [111   9  36 100]
07/09 11:00:28 PM | Train: [  1/600] Step 071/071 Loss: 0.498 Recall: 0.750 FA: 3 F1: 0.813559
07/09 11:00:28 PM | [14  3  8 24]
07/09 11:00:29 PM | Train: [  1/600] Final Recall 85.5295% FA 1371 F1: 85.2911%
07/09 11:00:29 PM | [7732 1371 1320 7802]
07/09 11:00:29 PM | Valid: [  1/600] Step 000/061 Loss: 0.235 Recall: 0.000 FA: 0 F1: 0.000000
07/09 11:00:29 PM | [238   0  18   0]
07/09 11:00:33 PM | Valid: [  1/600] Final Recall 2.9289% FA 8 F1: 5.6000%
07/09 11:00:33 PM | [6944    8  464   14]
07/09 11:00:33 PM | Valid: Time Spent: 4.472196s
07/09 11:00:33 PM | 

07/09 11:00:33 PM | [0.055999999999999994]
07/09 11:04:10 PM | Model size = 1.363 MB
07/09 11:04:10 PM | Epoch 0 LR 0.05
07/09 11:04:11 PM | Train: [  1/600] Step 000/071 Loss: 1.031 Recall: 0.563 FA: 95 F1: 0.486301
07/09 11:04:11 PM | [35 95 55 71]
07/09 11:04:31 PM | Train: [  1/600] Step 050/071 Loss: 0.618 Recall: 0.732 FA: 13 F1: 0.801587
07/09 11:04:31 PM | [105  13  37 101]
07/09 11:04:39 PM | Train: [  1/600] Step 071/071 Loss: 0.567 Recall: 1.000 FA: 6 F1: 0.884615
07/09 11:04:39 PM | [20  6  0 23]
07/09 11:04:39 PM | Train: [  1/600] Final Recall 83.5132% FA 1686 F1: 82.7285%
07/09 11:04:39 PM | [7368 1686 1512 7659]
07/09 11:04:39 PM | Valid: [  1/600] Step 000/061 Loss: 0.315 Recall: 0.800 FA: 43 F1: 0.342857
07/09 11:04:39 PM | [198  43   3  12]
07/09 11:04:44 PM | Valid: [  1/600] Final Recall 87.9837% FA 1142 F1: 41.8402%
07/09 11:04:44 PM | [6047 1142   59  432]
07/09 11:04:44 PM | Valid: Time Spent: 5.038595s
07/09 11:04:44 PM | 

07/09 11:04:44 PM | [0.4184019370460048]
07/09 11:08:22 PM | Model size = 1.295 MB
07/09 11:08:22 PM | Epoch 0 LR 0.05
07/09 11:08:23 PM | Train: [  1/600] Step 000/071 Loss: 0.886 Recall: 0.705 FA: 33 F1: 0.713693
07/09 11:08:23 PM | [101  33  36  86]
07/09 11:08:41 PM | Train: [  1/600] Step 050/071 Loss: 0.561 Recall: 0.982 FA: 48 F1: 0.813433
07/09 11:08:41 PM | [ 97  48   2 109]
07/09 11:08:48 PM | Train: [  1/600] Step 071/071 Loss: 0.518 Recall: 0.750 FA: 1 F1: 0.837209
07/09 11:08:48 PM | [24  1  6 18]
07/09 11:08:48 PM | Train: [  1/600] Final Recall 85.2746% FA 1527 F1: 84.3546%
07/09 11:08:48 PM | [7666 1527 1330 7702]
07/09 11:08:48 PM | Valid: [  1/600] Step 000/061 Loss: 0.132 Recall: 0.667 FA: 8 F1: 0.571429
07/09 11:08:48 PM | [236   8   4   8]
07/09 11:08:53 PM | Valid: [  1/600] Final Recall 49.1525% FA 428 F1: 40.9894%
07/09 11:08:53 PM | [6530  428  240  232]
07/09 11:08:53 PM | Valid: Time Spent: 4.723403s
07/09 11:08:53 PM | 

07/09 11:08:53 PM | [0.40989399293286216]
07/09 11:12:39 PM | Model size = 1.292 MB
07/09 11:12:39 PM | Epoch 0 LR 0.05
07/09 11:12:40 PM | Train: [  1/600] Step 000/071 Loss: 1.059 Recall: 0.421 FA: 90 F1: 0.394052
07/09 11:12:40 PM | [40 90 73 53]
07/09 11:12:59 PM | Train: [  1/600] Step 050/071 Loss: 0.670 Recall: 0.864 FA: 16 F1: 0.867470
07/09 11:12:59 PM | [115  16  17 108]
07/09 11:13:06 PM | Train: [  1/600] Step 071/071 Loss: 0.599 Recall: 0.826 FA: 8 F1: 0.760000
07/09 11:13:06 PM | [18  8  4 19]
07/09 11:13:07 PM | Train: [  1/600] Final Recall 83.3333% FA 1774 F1: 82.1940%
07/09 11:13:07 PM | [7325 1774 1521 7605]
07/09 11:13:07 PM | Valid: [  1/600] Step 000/061 Loss: 0.583 Recall: 0.941 FA: 69 F1: 0.313725
07/09 11:13:07 PM | [170  69   1  16]
07/09 11:13:11 PM | Valid: [  1/600] Final Recall 96.5795% FA 1905 F1: 33.3102%
07/09 11:13:11 PM | [5278 1905   17  480]
07/09 11:13:11 PM | Valid: Time Spent: 4.017551s
07/09 11:13:11 PM | 

07/09 11:13:11 PM | [0.3331020124913255]
07/09 11:16:52 PM | Model size = 1.330 MB
07/09 11:16:52 PM | Epoch 0 LR 0.05
07/09 11:16:53 PM | Train: [  1/600] Step 000/071 Loss: 1.110 Recall: 0.310 FA: 82 F1: 0.318725
07/09 11:16:53 PM | [45 82 89 40]
07/09 11:17:08 PM | Train: [  1/600] Step 050/071 Loss: 0.638 Recall: 0.879 FA: 21 F1: 0.846847
07/09 11:17:08 PM | [128  21  13  94]
07/09 11:17:14 PM | Train: [  1/600] Step 071/071 Loss: 0.581 Recall: 0.810 FA: 9 F1: 0.723404
07/09 11:17:14 PM | [19  9  4 17]
07/09 11:17:14 PM | Train: [  1/600] Final Recall 82.8688% FA 1632 F1: 82.4902%
07/09 11:17:14 PM | [7551 1632 1549 7493]
07/09 11:17:14 PM | Valid: [  1/600] Step 000/061 Loss: 0.372 Recall: 0.938 FA: 35 F1: 0.454545
07/09 11:17:14 PM | [205  35   1  15]
07/09 11:17:18 PM | Valid: [  1/600] Final Recall 79.3991% FA 951 F1: 41.4102%
07/09 11:17:18 PM | [6013  951   96  370]
07/09 11:17:18 PM | Valid: Time Spent: 4.756246s
07/09 11:17:18 PM | 

07/09 11:17:18 PM | [0.4141018466703973]
07/09 11:20:50 PM | Model size = 1.300 MB
07/09 11:20:50 PM | Epoch 0 LR 0.05
